"서울시",동대문구,제기동,1.18,0.20,1.00,1.00
"서울시",동대문구,전농1동,1.19,0.20,1.00,1.00
"서울시",동대문구,전농2동,0.86,0.10,1.00,-
"서울시",동대문구,답십리1동,0.81,0.10,1.00,1.00
"서울시",동대문구,답십리2동,0.85,0.10,1.00,-
"서울시",동대문구,장안1동,1.25,0.20,1.00,1.00
"서울시",동대문구,장안2동,1.09,0.20,1.00,-
"서울시",동대문구,이문1동,1.04,0.20,1.00,1.00
"서울시",동대문구,이문2동,0.69,0.10,1.00,-
"서울시",중랑구,소계,18.50,3.10,16.00,6.00
"서울시",중랑구,면목2동,0.77,0.10,1.00,-
"서울시",중랑구,면목4동,0.87,0.10,1.00,-
"서울시",중랑구,면목5동,0.70,0.10,1.00,-
"서울시",중랑구,면목7동,1.20,0.20,1.00,-
"서울시",중랑구,상봉1동,0.88,0.20,1.00,1.00
"서울시",중랑구,상봉2동,0.65,0.10,1.00,-
"서울시",중랑구,중화1동,0.64,0.10,1.00,1.00
"서울시",중랑구,중화2동,1.01,0.20,1.00,-
"서울시",중랑구,묵1동,1.20,0.20,1.00,1.00
"서울시",중랑구,묵2동,0.67,0.10,1.00,-
"서울시",중랑구,망우3동,0.92,0.20,1.00,-
"서울시",중랑구,신내1동,2.56,0.40,1.00,1.00
"서울시",중랑구,신내2동,0.93,0.20,1.00,-
"서울시",중랑구,면목본동,0.84,0.10,1.00,1.00
"서울시",중랑구,면목3.8동,1.63,0.30,1.00,-
"서울시",중랑구,망우본동,3.03,0.50,1.00,1.00
"서울시",성북구,소계,24.58,4.10,20.00,39.00
"서울시",성북구,돈암1동,0.49,0.10,1.00,4.00
"서울시",성북구,돈암2동,0.48,0.10,1.00,6.00
"서울시",성북구,안암동,1.33,0.20,1.00,8.00
"서울시",성북구,보문동,0.56,0.10,1.00,1.00
"서울시",성북구,정릉1동,0.44,0.10,1.00,-
"서울시",성북구,정릉2동,1.17,0.20,1.00,5.00
"서울시",성북구,정릉3동,3.71,0.60,1.00,7.00
"서울시",성북구,정릉4동,3.13,0.50,1.00,1.00
"서울시",성북구,길음1동,0.79,0.10,1.00,-
"서울시",성북구,길음2동,0.58,0.10,1.00,-
"서울시",성북구,월곡1동,0.81,0.10,1.00,-
"서울시",성북구,월곡2동,1.36,0.20,1.00,1.00
"서울시",성북구,장위1동,0.70,0.10,1.00,-
"서울시",성북구,장위2동,0.67,0.10,1.00,1.00
"서울시",성북구,장위3동,0.65,0.10,1.00,1.00
"서울시",성북구,성북동,2.86,0.50,1.00,2.00
"서울시",성북구,삼선동,0.92,0.20,1.00,1.00
"서울시",성북구,동선동,0.73,0.10,1.00,-
"서울시",성북구,종암동,1.46,0.20,1.00,-
"서울시",성북구,석관동,1.73,0.30,1.00,1.00
"서울시",강북구,소계,23.60,3.90,13.00,4.00
"서울시",강북구,번1동,0.66,0.10,1.00,1.00
"서울시",강북구,번2동,0.95,0.20,1.00,-
"서울시",강북구,번3동,1.10,0.20,1.00,-
"서울시",강북구,수유1동,1.67,0.30,1.00,1.00
"서울시",강북구,수유2동,0.57,0.10,1.00,-
"서울시",강북구,수유3동,0.72,0.10,1.00,-
"서울시",강북구,삼양동,0.91,0.20,1.00,-
"서울시",강북구,미아동,0.93,0.20,1.00,1.00
"서울시",강북구,송중동,1.01,0.20,1.00,-
"서울시",강북구,송천동,0.90,0.20,1.00,-
"서울시",강북구,삼각산동,0.62,0.10,1.00,-
"서울시",강북구,우이동,10.28,1.70,1.00,1.00
"서울시",강북구,인수동,3.28,0.50,1.00,-
"서울시",도봉구,소계,20.65,3.40,14.00,4.00
"서울시",도봉구,쌍문1동,1.24,0.20,1.00,1.00
"서울시",도봉구,쌍문2동,0.54,0.10,1.00,-
"서울시",도봉구,쌍문3동,0.50,0.10,1.00,-
"서울시",도봉구,쌍문4동,0.52,0.10,1.00,-
"서울시",도봉구,방학1동,0.69,0.10,1.00,1.00
"서울시",도봉구,방학2동,0.74,0.10,1.00,-
"서울시",도봉구,방학3동,2.62,0.40,1.00,-
"서울시",도봉구,창1동,0.88,0.20,1.00,1.00
"서울시",도봉구,창2동,1.05,0.20,1.00,-
"서울시",도봉구,창3동,0.67,0.10,1.00,-
"서울시",도봉구,창4동,0.95,0.20,1.00,-
"서울시",도봉구,창5동,0.70,0.10,1.00,-
"서울시",도봉구,도봉1동,8.72,1.40,1.00,1.00
"서울시",도봉구,도봉2동,0.83,0.10,1.00,-
"서울시",노원구,소계,35.44,5.90,19.00,5.00
"서울시",노원구,월계1동,1.16,0.20,1.00,1.00
"서울시",노원구,월계2동,1.94,0.30,1.00,-
"서울시",노원구,월계3동,1.17,0.20,1.00,-
"서울시",노원구,공릉2동,6.82,1.10,1.00,-
"서울시",노원구,하계1동,1.55,0.30,1.00,1.00
"서울시",노원구,하계2동,0.51,0.10,1.00,-
"서울시",노원구,중계본동,1.97,0.30,1.00,-
"서울시",노원구,중계1동,0.63,0.10,1.00,1.00
"서울시",노원구,중계4동,1.70,0.30,1.00,-
"서울시",노원구,상계1동,5.62,0.90,1.00,1.00
"서울시",노원구,상계2동,0.61,0.10,1.00,-
"서울시",노원구,상계5동,1.01,0.20,1.00,-
"서울시",노원구,상계8동,0.67,0.10,1.00,-
"서울시",노원구,상계9동,0.81,0.10,1.00,-
"서울시",노원구,상계10동,0.80,0.10,1.00,-
"서울시",노원구,상계3.4동,5.05,0.80,1.00,-
"서울시",노원구,상계6.7동,1.11,0.20,1.00,-
"서울시",노원구,중계2.3동,0.90,0.20,1.00,-
"서울시",노원구,공릉1동,1.41,0.20,1.00,1.00
"서울시",은평구,소계,29.71,4.90,16.00,11.00
"서울시",은평구,녹번동,1.79,0.30,1.00,1.00
"서울시",은평구,불광1동,3.13,0.50,1.00,1.00
"서울시",은평구,갈현1동,0.97,0.20,1.00,1.00
"서울시",은평구,갈현2동,0.96,0.20,1.00,-
"서울시",은평구,구산동,1.38,0.20,1.00,1.00
"서울시",은평구,대조동,0.85,0.10,1.00,1.00
"서울시",은평구,응암1동,1.20,0.20,1.00,1.00
"서울시",은평구,응암2동,0.78,0.10,1.00,-
"서울시",은평구,신사1동,0.84,0.10,1.00,1.00
"서울시",은평구,신사2동,1.00,0.20,1.00,-
"서울시",은평구,증산동,0.81,0.10,1.00,1.00
"서울시",은평구,수색동,1.29,0.20,1.00,1.00
"서울시",은평구,진관동,11.53,1.90,1.00,1.00
"서울시",은평구,불광2동,1.38,0.20,1.00,-
"서울시",은평구,응암3동,0.63,0.10,1.00,-
"서울시",은평구,역촌동,1.16,0.20,1.00,1.00
"서울시",서대문구,소계,17.63,2.90,14.00,20.00
"서울시",서대문구,천연동,0.97,0.20,1.00,5.00
"서울시",서대문구,홍제1동,1.23,0.20,1.00,1.00
"서울시",서대문구,홍제2동,1.05,0.20,1.00,-
"서울시",서대문구,홍제3동,0.81,0.10,1.00,-
"서울시",서대문구,홍은1동,1.58,0.30,1.00,1.00
"서울시",서대문구,홍은2동,2.06,0.30,1.00,-
"서울시",서대문구,남가좌1동,0.51,0.10,1.00,1.00
"서울시",서대문구,남가좌2동,0.77,0.10,1.00,-
"서울시",서대문구,북가좌1동,0.55,0.10,1.00,1.00
"서울시",서대문구,북가좌2동,0.84,0.10,1.00,-
"서울시",서대문구,충현동,1.12,0.20,1.00,5.00
"서울시",서대문구,북아현동,0.46,0.10,1.00,-
"서울시",서대문구,신촌동,2.63,0.40,1.00,5.00
"서울시",서대문구,연희동,3.05,0.50,1.00,1.00
"서울시",마포구,소계,23.85,3.90,16.00,26.00
"서울시",마포구,용강동,0.84,0.10,1.00,2.00
"서울시",마포구,대흥동,0.87,0.10,1.00,2.00
"서울시",마포구,염리동,0.44,0.10,1.00,1.00
"서울시",마포구,신수동,0.78,0.10,1.00,4.00
"서울시",마포구,서교동,1.65,0.30,1.00,2.00
"서울시",마포구,합정동,1.72,0.30,1.00,1.00
"서울시",마포구,망원1동,1.13,0.20,1.00,1.00
"서울시",마포구,망원2동,0.67,0.10,1.00,-
"서울시",마포구,연남동,0.64,0.10,1.00,1.00
"서울시",마포구,성산1동,0.80,0.10,1.00,1.00
"서울시",마포구,성산2동,2.07,0.30,1.00,1.00
"서울시",마포구,상암동,8.40,1.40,1.00,1.00
"서울시",마포구,도화동,0.62,0.10,1.00,2.00
"서울시",마포구,서강동,1.45,0.20,1.00,4.00
"서울시",마포구,공덕동,1.01,0.20,1.00,1.00
"서울시",마포구,아현동,0.76,0.10,1.00,2.00
"서울시",양천구,소계,17.41,2.90,18.00,3.00
"서울시",양천구,목1동,1.41,0.20,1.00,1.00
"서울시",양천구,목2동,1.03,0.20,1.00,-
"서울시",양천구,목3동,0.53,0.10,1.00,-
"서울시",양천구,목4동,0.57,0.10,1.00,-
"서울시",양천구,목5동,1.81,0.30,1.00,-
"서울시",양천구,신월1동,0.65,0.10,1.00,1.00
"서울시",양천구,신월2동,0.61,0.10,1.00,-
"서울시",양천구,신월3동,0.87,0.10,1.00,-
"서울시",양천구,신월4동,0.52,0.10,1.00,-
"서울시",양천구,신월5동,0.69,0.10,1.00,-
"서울시",양천구,신월6동,0.41,0.10,1.00,-
"서울시",양천구,신월7동,1.19,0.20,1.00,-
"서울시",양천구,신정1동,0.70,0.10,1.00,1.00
"서울시",양천구,신정2동,0.52,0.10,1.00,-
"서울시",양천구,신정4동,1.01,0.20,1.00,-
"서울시",양천구,신정3동,2.72,0.50,1.00,-
"서울시",양천구,신정6동,0.96,0.20,1.00,-
"서울시",양천구,신정7동,1.21,0.20,1.00,-
"서울시",강서구,소계,41.45,6.90,20.00,13.00
"서울시",강서구,염창동,1.74,0.30,1.00,1.00
"서울시",강서구,등촌1동,0.64,0.10,1.00,1.00
"서울시",강서구,등촌2동,0.92,0.20,1.00,-
"서울시",강서구,등촌3동,0.79,0.10,1.00,-
"서울시",강서구,화곡본동,0.98,0.20,1.00,1.00
"서울시",강서구,화곡2동,0.45,0.10,1.00,-
"서울시",강서구,화곡3동,0.53,0.10,1.00,-
"서울시",강서구,화곡4동,0.82,0.10,1.00,-
"서울시",강서구,화곡6동,1.11,0.20,1.00,-
"서울시",강서구,화곡8동,0.53,0.10,1.00,-
"서울시",강서구,가양1동,4.70,0.80,1.00,2.00
"서울시",강서구,가양2동,1.00,0.20,1.00,-
"서울시",강서구,가양3동,0.50,0.10,1.00,-
"서울시",강서구,발산1동,2.94,0.50,1.00,1.00
"서울시",강서구,공항동,10.87,1.80,1.00,4.00
"서울시",강서구,방화1동,1.48,0.20,1.00,1.00
"서울시",강서구,방화2동,6.41,1.10,1.00,1.00
"서울시",강서구,방화3동,2.55,0.40,1.00,-
"서울시",강서구,화곡1동,1.12,0.20,1.00,-
"서울시",강서구,우장산동,1.36,0.20,1.00,1.00
"서울시",구로구,소계,20.12,3.30,16.00,10.00
"서울시",구로구,신도림동,1.47,0.20,1.00,1.00
"서울시",구로구,구로1동,1.02,0.20,1.00,1.00
"서울시",구로구,구로2동,1.76,0.30,1.00,-
"서울시",구로구,구로3동,1.02,0.20,1.00,-
"서울시",구로구,구로4동,0.46,0.10,1.00,-
"서울시",구로구,구로5동,1.03,0.20,1.00,-
"서울시",구로구,고척1동,1.16,0.20,1.00,1.00
"서울시",구로구,고척2동,1.02,0.20,1.00,-
"서울시",구로구,개봉2동,0.80,0.10,1.00,-
"서울시",구로구,개봉3동,0.81,0.10,1.00,-
"서울시",구로구,오류1동,0.59,0.10,1.00,1.00
"서울시",구로구,오류2동,3.20,0.50,1.00,1.00
"서울시",구로구,수궁동,2.67,0.40,1.00,2.00
"서울시",구로구,가리봉동,0.40,0.10,1.00,1.00
"서울시",구로구,개봉1동,1.31,0.20,1.00,1.00
"서울시",구로구,항동,1.40,0.20,1.00,1.00
"서울시",금천구,소계,13.02,2.20,10.00,3.00
"서울시",금천구,가산동,2.52,0.40,1.00,1.00
"서울시",금천구,독산1동,2.09,0.40,1.00,1.00
"서울시",금천구,독산2동,0.60,0.10,1.00,-
"서울시",금천구,독산3동,0.92,0.20,1.00,-
"서울시",금천구,독산4동,0.59,0.10,1.00,-
"서울시",금천구,시흥1동,1.71,0.30,1.00,1.00
"서울시",금천구,시흥2동,1.26,0.20,1.00,-
"서울시",금천구,시흥3동,1.07,0.20,1.00,-
"서울시",금천구,시흥4동,0.87,0.10,1.00,-
"서울시",금천구,시흥5동,1.39,0.20,1.00,-
"서울시",영등포구,소계,24.55,4.10,18.00,33.00
"서울시",영등포구,여의동,8.40,1.40,1.00,1.00
"서울시",영등포구,당산1동,0.75,0.10,1.00,3.00
"서울시",영등포구,당산2동,1.55,0.30,1.00,4.00
"서울시",영등포구,양평1동,0.88,0.20,1.00,3.00
"서울시",영등포구,양평2동,3.00,0.50,1.00,4.00
"서울시",영등포구,신길1동,0.66,0.10,1.00,1.00
"서울시",영등포구,신길3동,0.52,0.10,1.00,-
"서울시",영등포구,신길4동,0.38,0.10,1.00,-
"서울시",영등포구,신길5동,0.47,0.10,1.00,-
"서울시",영등포구,신길6동,0.65,0.10,1.00,-
"서울시",영등포구,신길7동,0.64,0.10,1.00,-
"서울시",영등포구,대림1동,0.49,0.10,1.00,1.00
"서울시",영등포구,대림2동,0.55,0.10,1.00,-
"서울시",영등포구,대림3동,0.95,0.20,1.00,-
"서울시",영등포구,영등포본동,1.02,0.20,1.00,1.00
"서울시",영등포구,영등포동,1.26,0.20,1.00,8.00
"서울시",영등포구,도림동,0.89,0.20,1.00,1.00
"서울시",영등포구,문래동,1.49,0.30,1.00,6.00
"서울시",동작구,소계,16.36,2.70,15.00,9.00
"서울시",동작구,노량진2동,0.64,0.10,1.00,-
"서울시",동작구,상도1동,1.51,0.30,1.00,2.00
"서울시",동작구,상도2동,0.98,0.20,1.00,-
"서울시",동작구,상도3동,0.60,0.10,1.00,-
"서울시",동작구,상도4동,0.75,0.10,1.00,-
"서울시",동작구,사당1동,0.79,0.10,1.00,-
"서울시",동작구,사당3동,0.92,0.20,1.00,-
"서울시",동작구,사당4동,0.38,0.10,1.00,-
"서울시",동작구,사당5동,0.57,0.10,1.00,-
"서울시",동작구,대방동,1.55,0.30,1.00,1.00
"서울시",동작구,신대방1동,0.62,0.10,1.00,1.00
"서울시",동작구,신대방2동,1.03,0.20,1.00,-
"서울시",동작구,흑석동,1.68,0.30,1.00,1.00
"서울시",동작구,노량진1동,1.58,0.30,1.00,2.00
"서울시",동작구,사당2동,2.75,0.50,1.00,2.00
"서울시",관악구,소계,29.57,4.90,21.00,3.00
"서울시",관악구,보라매동,0.76,0.10,1.00,1.00
"서울시",관악구,청림동,0.30,0.10,1.00,-
"서울시",관악구,행운동,0.72,0.10,1.00,-
"서울시",관악구,낙성대동,2.27,0.40,1.00,-
"서울시",관악구,중앙동,0.39,0.10,1.00,-
"서울시",관악구,인헌동,1.08,0.20,1.00,-
"서울시",관악구,남현동,3.27,0.50,1.00,1.00
"서울시",관악구,서원동,0.65,0.10,1.00,-
"서울시",관악구,신원동,0.55,0.10,1.00,1.00
"서울시",관악구,서림동,0.99,0.20,1.00,-
"서울시",관악구,신사동,0.64,0.10,1.00,-
"서울시",관악구,신림동,0.54,0.10,1.00,-
"서울시",관악구,난향동,0.80,0.10,1.00,-
"서울시",관악구,조원동,0.67,0.10,1.00,-
"서울시",관악구,대학동,8.30,1.40,1.00,-
"서울시",관악구,은천동,0.78,0.10,1.00,-
"서울시",관악구,성현동,0.68,0.10,1.00,-
"서울시",관악구,청룡동,1.18,0.20,1.00,-
"서울시",관악구,난곡동,0.96,0.20,1.00,-
"서울시",관악구,삼성동,2.66,0.40,1.00,-
"서울시",관악구,미성동,1.38,0.20,1.00,-
"서울시",서초구,소계,46.98,7.80,18.00,10.00
"서울시",서초구,서초1동,1.42,0.20,1.00,-
"서울시",서초구,서초2동,1.24,0.20,1.00,-
"서울시",서초구,서초3동,2.93,0.50,1.00,2.00
"서울시",서초구,서초4동,0.88,0.20,1.00,-
"서울시",서초구,잠원동,1.76,0.30,1.00,1.00
"서울시",서초구,반포본동,1.01,0.20,1.00,-
"서울시",서초구,반포1동,1.00,0.20,1.00,-
"서울시",서초구,반포2동,1.35,0.20,1.00,-
"서울시",서초구,반포3동,1.28,0.20,1.00,1.00
"서울시",서초구,반포4동,1.43,0.20,1.00,-
"서울시",서초구,방배본동,0.67,0.10,1.00,-
"서울시",서초구,방배1동,0.70,0.10,1.00,-
"서울시",서초구,방배2동,1.93,0.30,1.00,-
"서울시",서초구,방배3동,2.40,0.40,1.00,-
"서울시",서초구,방배4동,0.98,0.20,1.00,-
"서울시",서초구,양재1동,5.76,1.00,1.00,2.00
"서울시",서초구,양재2동,7.58,1.30,1.00,1.00
"서울시",서초구,내곡동,12.68,2.10,1.00,3.00
"서울시",강남구,소계,39.50,6.50,22.00,14.00
"서울시",강남구,신사동,1.89,0.30,1.00,1.00
"서울시",강남구,논현1동,1.25,0.20,1.00,1.00
"서울시",강남구,논현2동,1.47,0.20,1.00,-
"서울시",강남구,삼성1동,1.94,0.30,1.00,1.00
"서울시",강남구,삼성2동,1.24,0.20,1.00,-
"서울시",강남구,대치1동,0.79,0.10,1.00,1.00
"서울시",강남구,대치2동,2.00,0.30,1.00,-
"서울시",강남구,대치4동,0.73,0.10,1.00,-
"서울시",강남구,역삼1동,2.35,0.40,1.00,1.00
"서울시",강남구,역삼2동,1.15,0.20,1.00,-
"서울시",강남구,도곡1동,1.02,0.20,1.00,1.00
"서울시",강남구,도곡2동,1.02,0.20,1.00,-
"서울시",강남구,개포1동,1.27,0.20,1.00,1.00
"서울시",강남구,개포2동,2.51,0.40,1.00,-
"서울시",강남구,개포4동,1.49,0.30,1.00,-
"서울시",강남구,일원본동,2.58,0.40,1.00,1.00
"서울시",강남구,일원1동,0.92,0.20,1.00,-
"서울시",강남구,일원2동,1.24,0.20,1.00,-
"서울시",강남구,수서동,1.43,0.20,1.00,1.00
"서울시",강남구,세곡동,6.36,1.10,1.00,3.00
"서울시",강남구,압구정동,2.53,0.40,1.00,1.00
"서울시",강남구,청담동,2.33,0.40,1.00,1.00
"서울시",송파구,소계,33.88,5.60,27.00,13.00
"서울시",송파구,풍납1동,0.77,0.10,1.00,1.00
"서울시",송파구,풍납2동,1.59,0.30,1.00,-
"서울시",송파구,거여1동,0.51,0.10,1.00,1.00
"서울시",송파구,거여2동,0.53,0.10,1.00,-
"서울시",송파구,마천1동,0.58,0.10,1.00,1.00
"서울시",송파구,마천2동,0.89,0.20,1.00,-
"서울시",송파구,방이1동,0.50,0.10,1.00,1.00
"서울시",송파구,방이2동,0.80,0.10,1.00,-
"서울시",송파구,오륜동,3.17,0.50,1.00,-
"서울시",송파구,오금동,1.65,0.30,1.00,1.00
"서울시",송파구,송파1동,0.79,0.10,1.00,1.00
"서울시",송파구,송파2동,0.53,0.10,1.00,-
"서울시",송파구,석촌동,0.95,0.20,1.00,1.00
"서울시",송파구,삼전동,0.95,0.20,1.00,1.00
"서울시",송파구,가락본동,1.13,0.20,1.00,1.00
"서울시",송파구,가락1동,1.34,0.20,1.00,-
"서울시",송파구,가락2동,0.96,0.20,1.00,-
"서울시",송파구,문정1동,0.56,0.10,1.00,1.00
"서울시",송파구,문정2동,2.20,0.40,1.00,-
"서울시",송파구,장지동,1.37,0.20,1.00,1.00
"서울시",송파구,위례동,2.55,0.40,1.00,-
"서울시",송파구,잠실본동,0.94,0.20,1.00,1.00
"서울시",송파구,잠실2동,2.18,0.40,1.00,-
"서울시",송파구,잠실3동,1.49,0.30,1.00,-
"서울시",송파구,잠실4동,1.56,0.30,1.00,1.00
"서울시",송파구,잠실6동,2.79,0.50,1.00,-
"서울시",송파구,잠실7동,0.60,0.10,1.00,-
"서울시",강동구,소계,24.59,4.10,19.00,9.00
"서울시",강동구,길동,2.17,0.40,1.00,1.00
"서울시",강동구,강일동,2.26,0.40,1.00,1.00
"서울시",강동구,명일1동,0.61,0.10,1.00,1.00
"서울시",강동구,명일2동,0.97,0.20,1.00,-
"서울시",강동구,고덕1동,1.73,0.30,1.00,1.00
"서울시",강동구,고덕2동,2.01,0.30,1.00,-
"서울시",강동구,암사1동,1.02,0.20,1.00,1.00
"서울시",강동구,암사2동,1.18,0.20,1.00,-
"서울시",강동구,암사3동,2.51,0.40,1.00,-
"서울시",강동구,천호1동,0.71,0.10,1.00,1.00
"서울시",강동구,천호2동,1.57,0.30,1.00,-
"서울시",강동구,천호3동,0.79,0.10,1.00,-
"서울시",강동구,성내1동,0.58,0.10,1.00,1.00
"서울시",강동구,성내2동,0.67,0.10,1.00,-
"서울시",강동구,성내3동,0.71,0.10,1.00,-
"서울시",강동구,둔촌1동,0.92,0.20,1.00,1.00
"서울시",강동구,둔촌2동,0.98,0.20,1.00,-
"서울시",강동구,상일1동,2.65,0.40,1.00,1.00
"서울시",강동구,상일2동,0.54,0.10,1.00
