post_id,name,post,hashtag
Cmb9rDRPzxl,미드나잇,"🎄
-
25, 일요일 ","['#녹슨하이볼', '#하이볼바', '#녹슨', '#noxon']"
CmbymcYPPc3,마루툰,"🎄Christmas D-3🎄
마루와 함께 크리스마스를 기다려요!

☃️ @malu0.1 
#막내동생 #마루
#비숑 #마루사진관 #강아지스타그램 

 #dog #dogstagram #dogsofinstagram

#좋아요반사 #좋아요 #dog #likeforfollow #fff #petstagram #pet  #댕댕이 #댕댕스타그램 #강아지스타 #맞팔 #강아지툰 #f #ff #마루툰  #일러스트 #그림  #연재 #크리스마스  #christmas #dday #만화","['#막내동생', '#마루', '#비숑', '#마루사진관', '#강아지스타그램', '#dog', '#dogstagram', '#dogsofinstagram', '#좋아요반사', '#좋아요', '#dog', '#likeforfollow', '#fff', '#petstagram', '#pet', '#댕댕이', '#댕댕스타그램', '#강아지스타', '#맞팔', '#강아지툰', '#f', '#ff', '#마루툰', '#일러스트', '#그림', '#연재', '#크리스마스', '#christmas', '#dday', '#만화']"
Cmbw76xrzry,Langpoledance,"크리스마스특강, 다들 무슨 걸그룹같다.. 예뻐유…❤️ 혼자 볼수업지이 ~ 마음까지도 예쁜 랑랑이들 많이많이 애정해요 !! ❤️❤️

모든 수업은 체험레슨이 가능하며 
카카오채널 ‘랑폴댄스’로 문의주세요.
tel. 010.7541.6930

•체험레슨 3만원(당일 등록시,무료)
•개인별맞춤진도, 소수정원그룹레슨
•무용전공, 국내외 폴대회 다수의 수상경력 강사진
•X-pole 정품 대회용폴
•안전매트 및 각종 소도구 완비/바닥난방 및 냉방시설 완비 
•신분당선 상현역 1번출구 도보 2분 
•주차가능 (2시간 무료)
(취미반/개인레슨/안무수업/전문가/대회준비)

#랑폴댄스 #크리스마스 #트리 #광교폴댄스 #상현폴댄스 #langpoledance #랑폴 #용인폴댄스 #수원폴댄스 #수지폴댄스 #상현역운동 #폴댄스 #광교운동 #다이어트 #상현역필라테스 #폴댄스학원 #광교중앙폴댄스 #광교키즈폴댄스 #pole #광교키즈","['#랑폴댄스', '#크리스마스', '#트리', '#광교폴댄스', '#상현폴댄스', '#langpoledance', '#랑폴', '#용인폴댄스', '#수원폴댄스', '#수지폴댄스', '#상현역운동', '#폴댄스', '#광교운동', '#다이어트', '#상현역필라테스', '#폴댄스학원', '#광교중앙폴댄스', '#광교키즈폴댄스', '#pole', '#광교키즈']"
Cmb_tkwPKMo,특이성장일기,"좋은 추억을 또 만들었네 우리. 

#육아 
#남자아기 
#육아일상
#24개월
#24개월아기
#24개월남아
#아기
#성장일기
#육아일기
#남아육아
#남아육아는다르다
#남자는다르게키워야한다
#훈육
#눈사랑
#크리스마스
#무드등
#크리스마스 무드등
#고래밥
#고래밥과자","['#육아', '#남자아기', '#육아일상', '#24개월', '#24개월아기', '#24개월남아', '#아기', '#성장일기', '#육아일기', '#남아육아', '#남아육아는다르다', '#남자는다르게키워야한다', '#훈육', '#눈사랑', '#크리스마스', '#무드등', '#크리스마스', '#고래밥', '#고래밥과자']"
CmbtyunrKPt,녕,"12.18 내 생일파티 끄읏 🥹🎂💓
울오빠 내 표정 따라잡는거 보소 ㅋㅋ",[]
Cmb8R6kPH9N,변호성,"⚡️⚡️⚡️club RAZER⚡️⚡️⚡️
.
이번주 금토일 같이 징글벨 징글벨 징글벨롹🎄
나는 슬프지 않아 썅@너매거🫠🎅",[]
Cmb6aWzp9Vw,탑케어동물의료원,"꿀이랑 같이 사는 밤이♡
합쳐서 꿀밤이😆 밤이는 호기심 많은 꿀이랑 다르게 어른스럽고 의젓한 성격이에요 :-)

#푸들 #크리스마스 #실버푸들 #6미리미용 #강아지전체미용 #강아지겨울미용 #어른스러운 #아이랍니다 #꿀밤 #winter #grooming #puppy #dog","['#푸들', '#크리스마스', '#실버푸들', '#6미리미용', '#강아지전체미용', '#강아지겨울미용', '#어른스러운', '#아이랍니다', '#꿀밤', '#winter', '#grooming', '#puppy', '#dog']"
Cmb79ERJ3kY,에게,"작고 아담한 에게를 찾아주셔서 늘 감사드려요. 머무시는 동안 행복하고 편안한 시간이 되셨으면 좋겠습니다 :)

내일은 에게의 첫 원데이 클래스가 있답니다✨
2022/12/22 15:00 - 17:00(2h)
- 크리스마스 비스코티 만들기

따로 공지하지 않았지만, 매장에 방문하신 분들께 살곰살곰 말씀드리고 진행하게 되었어요 :)

협소한 공간이라 소규모로 종종 진행 예정이랍니다!
12월에 2-3번 더 진행 예정이라 다시 한번 공지드리겠습니다.

에게와 함께 따뜻한 연말 보내세요!❤️🎄
@________ege",[]
Cmb3KnHrGI4,•───⋅☾,"⠀
⠀
⠀
⠀
⠀
#크리스마스선물🎁
⠀
⠀
🐭D+869
🏷221221
⠀
⠀
#반짝반짝윤이나💫
⠀
⠀
⠀
짜잔-
이나산타가 출동🎈
⠀
크리스마스에만 만날 수 있는
귀엽고 맛있는 간식들을
@ggunmi_ 
@luv_ruri_ 
인친님들이 소개해줄 때 마다
우리 두쥬리 사주려고 봤더니
가격도 착한데 낱개로는 팔지 않아(?!;;;)
좋은건 함께하잔 마음으로
이것저것
겸사겸사
준비해놓고 보니
나름 구디백 너낌으로 풍성해졌네😬
⠀
꽃잎반 5명만 준비하자니
꽃잎2반 절친 멤버들이 맘에 걸리고,
두반꺼만 준비하자니
하원하고 놀이터에서 잘 놀아주는
언니오빠들이 맘에 걸리고,
그래서
햅삐 크리스마스는 다함께 즐기는게 진리이니
작지만, 20명 선물 준.비.완.료🫶🏻
⠀

솜사탕
머랭쿠키
어린이 핫팩 2개
크리스마스웨이퍼

집에있던 리본과
다이소에서 산 투명비닐로
호다닥 포장하고
포토스티커로 마무리🎀

⠀
✔️보일 때 마다 미리 하나씩 야곰야곰 사놨었는데
이번 크리스마스 선물은 어린이집에서 준비할테니
각 가정에선 준비하지 마시라는 공지 떠서
조심스레 여쭤봤더니....
너무 감사하다고 해주셔서
미리 배달까지 완료😎
⠀
✔️두쥬리 생일 구디백도 사지 않고
하나하나 따로 준비하고 만들어서 구성했더니
칭찬 많이받고, 반응 좋았었는데
이번에도 친구들에게 좋은 선물이 되길🙏🏻
⠀
✔️똥손(🤓) 엄마가 포장부터 리본까지
후딱 해치운 바람에 어설프지만
23일 산타행사 때 산타할아버지를 통해 받을테니
용서되것쥬🥰
⠀
✔️모임땜에 키즈펜션 가야해서
금욜부터 방학 예정이었지만
산타는 꼭 만나야하니깐
오전 활동만 후딱하고 오자ㅋㅋㅋㅋ😬
⠀
⠀
⠀
⠀
⠀","['#크리스마스선물', '#반짝반짝윤이나']"
CmbwTIMvdrE,홍대,"오늘 밤 사바사나 :)

추운 날 이 곳 까지 발걸음 해주셔서 감사합니다👣☃️🎄

#홍대요가 #상수요가 #요가원데이클래스
#요가개인레슨 #요가소그룹레슨 #크리스마스 #메리크리스마스","['#홍대요가', '#상수요가', '#요가원데이클래스', '#요가개인레슨', '#요가소그룹레슨', '#크리스마스', '#메리크리스마스']"
Cmby-X_rv8s,세연(여니),"산타냥 🐾(ฅ•.•ฅ) 
@yeon_piece 🎅🏻🐈‍⬛🖤",[]
CmbwD7tyz7r,조정윤,"4일만 자면 크리스마스🌲
주말에 수업하니 집에서 분위기 내는 중🎅
#크리스마스 #학원강사 #일상 #겨울방학","['#크리스마스', '#학원강사', '#일상', '#겨울방학']"
Cmbpmagrbue,일상을,"딸램 학원 상담하러 나갔다가 생각 난김에 롯본 트리 구경하러~~환상의 동화나라😍😍😍
갑자기 비 내리는 바람에 짧게 후딱 보고 밥 먹고 집으로~~
클스마스가 며칠...아니 올해가 며칠 안남았구나...😂😂😂

.
.
.
.
.
.
.
.
.
.
.
.
.
.
#롯데본점#명동롯데백화점#크리스마스#환상의나라#힐링#감성#좋아요#instapic#instaphoto#instagood #instadaily #christmasmood","['#롯데본점', '#명동롯데백화점', '#크리스마스', '#환상의나라', '#힐링', '#감성', '#좋아요', '#instapic', '#instaphoto', '#instagood', '#instadaily', '#christmasmood']"
CmbvrR2Lkur,서영,나 이거 사조,[]
CmbotOHrHUe,박서우,"-

예쁜 우리 서우
주먹 꼬-옥 쥐고 장군감이네 ㅋ ㅋ ♥️

#9개월아기",['#9개월아기']
CmbsY22pe1K,@raaaaani___,".
.
2022.12
메리크리스마스🎄
.
@raaaaani___ #일러스트 #그림그리기 #드로잉 #손그림 #크리스마스 #christmas","['#일러스트', '#그림그리기', '#드로잉', '#손그림', '#크리스마스', '#christmas']"
CmbpzxFJPL0,드오브,입술 🍷 톤,[]
CmbpV-_vL5v,굽지민,오늘도 예쁜케이크 한가득❤️,[]
Cmbo7hvBXDH,업라이트,"큐빅없이도 반짝이는 
업라이트 링귀걸이💕

심플하면서도 포인트가
되는 링 귀걸이입니다🌷

전대점과 동명점에서 모두 보실 수
있는 제품입니다💕",[]
CmbqAuJSrXc,노지훈,"아파트 입구 트리
크리스마스가 며칠 안남았네요
지후나 메리 크리스마스 사랑해 💚 😘 

#아역배우 #노지훈 #크리스마스
#트리 # 항상 건강하자","['#아역배우', '#노지훈', '#크리스마스', '#트리']"
CmbuQyHvAF7,최민희,#대흥동 #크리스마스 #메리크리스마스🎄,"['#대흥동', '#크리스마스', '#메리크리스마스']"
CmbpYTBrEVp,꽃풍선_레터링,"소소하게~
 선물로 ...ㅋㅋㅋ
간단하고 부담없이 좋구만ㅋㅋ
#토퍼  #선물  #사탕선물  #크리스마스","['#토퍼', '#선물', '#사탕선물', '#크리스마스']"
Cmbx6qluSoT,진미밥상,"😁안녕하세요~
💚진미밥상💚 입니다
**신선 하고 좋은식재료 만 을 구입 하여
** 정성스럽게 만든 음식을 여러분 의
** 식탁 까지 배달 해 드립니다~~❤
* 월~~~ 금 📲 주문
* 12 월 24 일 토요일 배달.
* 토요일 10 시 부터 배달시작이구요
** 무료배송 입니다:)
** 노스욕.쏜힐.다운타운
**리치몬힐 .스카보로.. ~😁
* 주문 전화 647-523-8866 으로 문자 주세요.
* 맛있고 푸짐 하게 일주일 식단이
. 2인기준 $ 80 이예요~
** 추가 주문 하실수 있습니다.
#토론토진미밥상 #배달반찬전문
#엄마반찬 #정성스럽게 #정겹다
#토론토반찬배달 #토론토주문배달#집밥#크리스마스#눈꽃","['#토론토진미밥상', '#배달반찬전문', '#엄마반찬', '#정성스럽게', '#정겹다', '#토론토반찬배달', '#토론토주문배달', '#집밥', '#크리스마스', '#눈꽃']"
CmbxSJNJZWz,UH,"창 밖에선 따스하게 햇살이 가득 들어와 방 안을 따스히 온도를 높이고 물을 받아 내려놓은 차를 마시며 시작하는 여행은 여태까지와는 또 다른 특별한 정서가 생겨날거라 생각합니다. 

#uhsuite",['#uhsuite']
Cmbz3eTPyKe,심쿵이네👨‍👩‍👦❤,"태어난지 1361일

미리 크리스마스🎅🎄
#튼튼영어 #원어민쿠킹클래스
쿠키하우스 만들기 💕💕💕
체럴쌤께서 보내주신 영상+사진📸
ㅋㅋㅋㅋㅋ우리태서 댄스머신인데
이제좀컸다고 몸을 배배꼬곸ㅋㅋ;;
원어민특강 강츄츄츄👊 꼭해요오✨️","['#튼튼영어', '#원어민쿠킹클래스']"
Cmbm9ngPi1X,정현,"흔들 흔들📸
.
.
.
.
.
.
#샤롯데가든 #08 #08년생 #15 #15살 #겨울 #무쌍 #좋반 #ffff #시험 #흔들 #연말 #12월 #fy #fyp #셀스타그램 #크리스마스 #fypシ","['#샤롯데가든', '#08', '#08년생', '#15', '#15살', '#겨울', '#무쌍', '#좋반', '#ffff', '#시험', '#흔들', '#연말', '#12월', '#fy', '#fyp', '#셀스타그램', '#크리스마스', '#fypシ']"
CmcCxxOv96J,아소비,"#리그램 - @asobieducation by @get_regrammer
#놀이학습지 #크리스마스 #🎇
⠀
뮤지컬부터 가족, 모험, 판타지, 코미디에 이르기까지
아이와 보기 좋은 #크리스마스애니메이션 🎬 함께 봐요!
⠀
아소비에서 준비한 놀이학습지📝로
조금 더 특별한 크리스마스✨를 맞이해 보아요!
⠀
📍 애니메이션계의 판타지 블록버스터로 불리는 #가디언즈
📍 시즌 1,2 국내 천만관객에게 사랑받은 #겨울왕국 시리즈
📍 크리스마스 빠질 수 없는 산타클로스 이야기 #클라우스
📍 북극행 특급열차로 여러분을 초대합니다! #폴라익스프레스
⠀
자세한 내용은 블로그를 통해 확인할 수 있으며
놀이학습지는 프로필 링크에서 무료 다운로드 받아 사용가능합니다.","['#리그램', '#놀이학습지', '#크리스마스', '#크리스마스애니메이션', '#가디언즈', '#겨울왕국', '#클라우스', '#폴라익스프레스']"
CmbrM9hvrsd,수호랑,"#유치원오리엔테이션 #학부모그램

_
내년부터 다닐..
 수호의 첫 기관이라 고민 엄청 많이 하고 선택했던 수호의 유치원🤍
오늘 수호랑 유치원오리엔테이션 다녀왔어요🎄🎵

두시간동안 수호랑  너무 너무 즐거울수 있게 프로그램도 넘나 좋았어요
케이크도 만들고,머리띠도 만들고, 마술공연도 보고, 산타할부지한테 선물도 받고용

원복도 사이즈 골라야해서 입혀보는데.. 크으 설레고🫶

걱정도 되면서 떨리기도 하고....
이게 바로 학부모의 길 시작이겠죠🙈

#예비유치원생 #유치원크리스마스 #크리스마스케이크 #크리스마스 #산타할아버지 #오리엔테이션

ㆍ
ㆍ
ㆍ
ㆍ
ㆍ
ㆍ
ㆍ
ㆍ
ㆍ
ㆍ
ㆍ
ㆍ
ㆍ

ㆍ
ㆍ
ㆍ
ㆍ
ㆍ
#육아 #일상기록그램 #남매일상 #육아일상   #4살 #2살   #아기모델 #홈피팅아기모델   #육아소통해요   #육아맞팔   #좋아요 #좋반환영 #첫줄반사👋  #선팔환영 #선팔하면맞팔  #instababy #instakids #babystagram  #36개월아들 #15개월딸","['#유치원오리엔테이션', '#학부모그램', '#예비유치원생', '#유치원크리스마스', '#크리스마스케이크', '#크리스마스', '#산타할아버지', '#오리엔테이션', '#육아', '#일상기록그램', '#남매일상', '#육아일상', '#4살', '#2살', '#아기모델', '#홈피팅아기모델', '#육아소통해요', '#육아맞팔', '#좋아요', '#좋반환영', '#첫줄반사', '#선팔환영', '#선팔하면맞팔', '#instababy', '#instakids', '#babystagram', '#36개월아들', '#15개월딸']"
Cmb0ZF7Ph0a,김상준,#광화문 #점심산책 #크리스마스 #서울 #청계천크리스마스축제 #경복궁,"['#광화문', '#점심산책', '#크리스마스', '#서울', '#청계천크리스마스축제', '#경복궁']"
CmbzJ54SJBg,정루키,크리스마스를 3번째로 마지 하는 루키❤️🎄#강아지 #크리스마스,"['#강아지', '#크리스마스']"
CmbxcNWJUlO,모찌랑,"#리그램 - @gae.kwa.cheon.sun by @get_regrammer
개과천선 산타가 선물을 들고 왔어요~🎁

🎄크리스마스 리그램 이벤트🎄

개과천선을 사랑해 주시는 여러분들에게
올해 겨울을 따스하게 보내실 수 있도록❄️

크리스마스 맞이🎅
개과천선 리그램 이벤트를
준비했습니다~!!

개과천선의 겨울 용품들과 함께

남은 겨울 준비와
올해 마지막 2022년도를
떠나보낼 준비를 시작해볼까요?

✔ 크리스마스 리그램 이벤트 구성

카소 사각 방석
( S -베이비 핑크 ) : 3명 

✔ 이벤트 기간

12-21 (수) ~ 12-25 (월)
(재고 소진 시 조기마감)

🎁26일 당첨자 발표🎁

✔ 이벤트 대상

- 기간 내 참여하는 신청자
- 후기를 위한 이벤트로 공개계정만 가능합니다.
- 상업 및 리그램전용 계정은 발송제외 될 수 있습니다.

✔ 참여방법

1. 본 계정 @gae.kwa.cheon.sun 을 팔로우 해주세요.
2. 본 리그램 게시물에 좋아요를 눌러주세요.
3. 자신의 피드에 이벤트 사진과 게시글을 리그램 해주세요.
4. 본 게시물에 댓글로 참여 여부를 확인할 수 있도록 남겨주세요.
5. 제품 수령 후 후기 사진 부탁드립니다 :)

✔ 제품발송

1. 리그램 후 댓글을 남겨주시면
담당자 확인후 DM으로
수령지 정보를 요청 드려요.

2. 제품 수령후
인스타그램 리뷰 작성
꼭 부탁 드립니다.

✔ 당첨 기준

랜덤으로 진행됩니다 !
당첨자 뽑기는 룰렛을 통해 이루어지고
추후에 해당 영상이 공개됩니다.

※중복지원이 가능하지만,
첫 번째 이벤트에서 당첨될 시
두 번째 이벤트에서는 제외됩니다※

#개과천선 #개과천선스토어 #리그램이벤트 #겨울용품 #강아지겨울용품 #고양이겨울용품 #크리스마스 #크리스마스리그램이벤트 #리그램 #협찬 #regram #이벤트 #개과천선리그램 #강아지 #고양이","['#리그램', '#개과천선', '#개과천선스토어', '#리그램이벤트', '#겨울용품', '#강아지겨울용품', '#고양이겨울용품', '#크리스마스', '#크리스마스리그램이벤트', '#리그램', '#협찬', '#regram', '#이벤트', '#개과천선리그램', '#강아지', '#고양이']"
Cmbr-KwLXjz,93.02.13,"회사 선배님이 추천해주신 카페
차로 멀지 않은 거리 
베이커리 장인 직접 만드는 곳
커피도 진짜 맛있고 직원들이 친절
뭐하나 단점이 없는 분위기 좋은 카페",[]
CmbqjiOyX_i,제이💘,"크리스마스가 일주일도 안남았다🎄❤
방에 트리를 두기에는 너무 클 것 같아서
예쁜 트리 패브릭을 고르고 골라서!!!
벽에 걸었는데 딱 좋다☺️

내 사랑 스누피도 받아서 올려두니까 너무 귀엽구
밤 되면 무드등에 조명 다 켜서
캐롤 들으면서 있는게 요즘 제일 큰 행복❤",[]
CmbscfoLYFZ,@villa.de.mone,"⠀ 
⠀
<🎅🏻CHRISTMAS HAND TIED 1 >

여러 채도로 이루어진 붉은 색의 꽃들과 트리 질감이 느껴지는 녹색 소재가 잘 어우러진 클래식한 크리스마스 다발입니다. 

빨간 장미가 제일 예뻐보이는 계절, 겨울에 크리스마스 다발을 선물해보세요!
⠀

• 예약 주문 받습니다. 모든 문의 DM 가능합니다 :)",[]
Cmb9Ysxvc4F,초인,"크리스마스 스팟 뽀시기🎄

📍#김포현대프리미엄아울렛",['#김포현대프리미엄아울렛']
CmcDSpaSqL0,제이와이네일,"이달의 아트 하셨어요! #스노우맨네일 
리본추가

#눈사람네일 #크리스마스네일 #이달의아트

네이버 예약 ","['#스노우맨네일', '#눈사람네일', '#크리스마스네일', '#이달의아트']"
CmcCEMISMy0,@bing_like,#christmas,['#christmas']
Cmbsin9rPLR,𝙽𝚐𝚘𝚌𝙼𝚒𝚗𝚑ఌ,대구 눈 오는 날❄️#대구 #눈오는날 #크리스마스,"['#대구', '#눈오는날', '#크리스마스']"
Cmb6gdZpEOe,정남선,"라움아트페어
2022. 12. 22~25
그랜드호텔 8층 883호
올해 마지막 페어입니다 ㅎ
많은 관심 바랍니다.

#라움 아트페어
#그랜드호텔
#작가 정남선
#달봉선생 
#富엉이의 꿈
#크리스마스 페어
#호랭이꽃愛빠지다 
#
#","['#라움', '#그랜드호텔', '#작가', '#달봉선생', '#富엉이의', '#크리스마스', '#호랭이꽃愛빠지다']"
Cmbu22bLU3K,조현주,#곰돌이 #곰 #크리스마스 #방향제 #새차선물 #남친선물 #여친선물 #차방향제,"['#곰돌이', '#곰', '#크리스마스', '#방향제', '#새차선물', '#남친선물', '#여친선물', '#차방향제']"
