post_id,name,post,hashtag
Cmb1szzvo6y,@g_gomic,"크리스마스 스티커 도착!

소량제작이라 큐알코드가 들어가있지만ㅠ 손실 최소화하려고 요리조리 고민 많이 했어요! ㅎㅅㅎ

12월 서코에서 만나보실 수 있어요!
12월 서코 양일 F04

#그곰 #그곰스티커 #크리스마스 #크리스마스스티커 #다꾸스티커 #귀여운스티커","['#그곰', '#그곰스티커', '#크리스마스', '#크리스마스스티커', '#다꾸스티커', '#귀여운스티커']"
CmbsJ16hv_p,lin,한번에 와준 런쥔이란 선물 ..🎄🗯️,[]
CmagOaCvEGj,이정민(李亭旼),겨울이 제일 좋아 ❄️✨,[]
Cmb5pubh2o9,유니홈,".
어느덧 크리스마스가 코앞이에요🎄
오늘에서야 아이들 선물 부랴부랴 주문한거 있죠?😂
눈도 엄청 와서 오랜만에 아들이랑
눈사람도 만들고 신나게 놀았더니 너무 피곤해요🥱

매년 크리스마스엔 가족들과 함께 
외식하며 조촐하게 보내는 편인데
올해는 조금 특별하게 보내고 싶어서 집안 곳곳을 꾸며봤어요☺️

영상도 업로드 했는데 많이 구경와주세요~
구독과 좋아요 눌러주시면 영상 제작에 큰 힘이 된답니다🙏

항상 응원해주시고 영상 시청 해주셔서 너무 너무 감사드립니다❤️

#크리스마스",['#크리스마스']
Cmb4JK8Pm9s,강민영,"💚MRrEY Christmas❤️
.
.
.
Merry 클쑤마쑤🎄",[]
CmbiiiSLUg3,우리👨‍👩‍👧‍👦❣️,"여자들끼리 데이트💖
이날 우리나라 사람들 다 롯데월드에 온줄알았네🌚
그래도 이렇게 북적이니 연말느낌 퐁퐁❣️
교복입고 데이트하는 커플들 보니 넘 예쁘고
내 지난 젊은날도 생각이 새록새록
(애미야 오늘이 너의 가장 젊은날이다🥲)
근데 내 젊은날 롯데월드에서 함께한 젊은이 누구였더라🤔
#하임이랑온것만기억할게
#사랑해우리딸🥰
#훈훈한급마무리","['#하임이랑온것만기억할게', '#사랑해우리딸', '#훈훈한급마무리']"
CmbtGNaL8Gj,xin_vanessa,"여기 런던

#여기런던 #성수동 #성수동맛집 #브런치 #브런치맛집 #파티 #파티음식 #크리스마스 #터키 #서울 #연말 #연말파티 #연말선물","['#여기런던', '#성수동', '#성수동맛집', '#브런치', '#브런치맛집', '#파티', '#파티음식', '#크리스마스', '#터키', '#서울', '#연말', '#연말파티', '#연말선물']"
Cmbw_eWhiz_,장민지,미리크리스마스 ❄️,[]
CmbzxBTBvoP,유섭,"이제 곧 #크리스마스
신나는 #크리스마스트리 꾸미기","['#크리스마스', '#크리스마스트리']"
CmbzwgGPPzF,i.m.hyesol,"#Repost @jei_university 
——
📌 크리스마스 EVENT

따듯한 연말을 위한 인천재능대학교에서 드리는 선물!

인천재능대에게 받고 싶은 선물을 댓글에 적어주세요
추첨을 통해 30명에게 선물 쏩니당😊👍

❗ 리그램 할 수록 당첨확률 UP ❗ 

🎄 기간 : 12.14(수) ~12.21(수)

🎄 선물
투썸플레이스 케이크(3명) / 치킨(5명) / CGV영화(7명) / 
스타벅스 아메리카노(15명)

🎄참여방법
1. 인천재능대학교 팔로우
2. 댓글로 크리스마스 받고싶은 선물을 남겨주세요

🎄당첨자 발표 : 12.22(목)

리그램 할 수록 당첨확률 UP!

#인천재능대학교 #인천재능대 #재능대 #JEIU 
#크리스마스 #크리스마스이벤트 #크리스마스선물
#댓글이벤트 #팔로우이벤트 #인스타그램이벤트
#전문대 #수도권전문대 #정시 #23학번 #대학생 #대학교
#대학교이벤트 #겨울 #겨울이벤트","['#Repost', '#인천재능대학교', '#인천재능대', '#재능대', '#JEIU', '#크리스마스', '#크리스마스이벤트', '#크리스마스선물', '#댓글이벤트', '#팔로우이벤트', '#인스타그램이벤트', '#전문대', '#수도권전문대', '#정시', '#23학번', '#대학생', '#대학교', '#대학교이벤트', '#겨울', '#겨울이벤트']"
Cmb1SuDBLe0,다이어트100%,"#일상

치과위생사로서 자부심을 가지고
나름 만족하며 살았단 제가

우연히 지인을 통해 제품을 먹게 되었고
그 제품뒤에 숨어 있던 
엄청난 비전을 느끼게 되어
일까지 하게 되었어요🙂

제품을 전달하며
또 다른 고객님들,지인들과 좋은 인연을 쌓고,

건강과 아름다움을 함께 챙기며
일할 수 있음에 감사한 요즘입니다ෆ 

많은 분들과 이 감사함을 공유하고 
기쁨을 나누고 싶네요🥰

——————————————————————————
🏷️ 인생 마지막 다이어트 도전
🏷️ 건강한 다이어트는 소연쌤이랑ෆ

🔎 문의는 프로필 링크 클릭 —> @yeonbbbong 
———————————————————————————",['#일상']
Cmb1xCtpsD9,임경아,다녀온 지 어느덧 한달 반 .. 내가 갔을 땐 그래도 사람 많이 없었다❄️,[]
CmbqlrXJoRv,지니다💗,"크리스마스 분위기 완전 낭낭❤️
⠀
⠀
📍인천 ‘로즈스텔라 정원’
📍11:00 - 18:30 last order 17:00
📍주차장 넒음!
.
.
.
#크리스마스 #메리크리스마스  #크리스마스트리 #크리스마스카페 #크리스마스장식 #크리스마스핫플 #인천 #로즈스텔라정원 #인천카페 #경기도가볼만한곳 #맞팔 #팔로우 #댓글 #좋아요 #인친 #좋반 #christmas #merrychristmas #christmastree","['#크리스마스', '#메리크리스마스', '#크리스마스트리', '#크리스마스카페', '#크리스마스장식', '#크리스마스핫플', '#인천', '#로즈스텔라정원', '#인천카페', '#경기도가볼만한곳', '#맞팔', '#팔로우', '#댓글', '#좋아요', '#인친', '#좋반', '#christmas', '#merrychristmas', '#christmastree']"
Cmbzy3SPMks,쑝쑝,"⠀
🎁 드뎌 선물포장 끝 😉😊
⠀
32개 크리스마스선물 포장 다했네요
⠀
25개는 오빠 사무실로
나머지 7개는 
울집 귀요미를 한해동안 잘 이끌어주신
선생님들께 드릴거예요
⠀
한해동안 모두 감사했습니다
내년에도 울오빠, 울애기 잘 부탁드려요~😄☺️
⠀
⠀
#감사합니다 
#메리크리스마스 #해피뉴이어 
⠀
⠀
⠀","['#감사합니다', '#메리크리스마스', '#해피뉴이어']"
Cmb7Dz5oOz1,프라하우리집,"✔️왕잉어다~😆

체코 분들은~ 

크리스마스때 잉어를 먹는다고 하네요~

#프라하우리집
#프라하한인민박 
#프라하민박 
#프라하숙소 
#프라하게스트하우스 
#프라하맛집 #맛집
#잉어
#잉어찜 ?
#크리스마스","['#프라하우리집', '#프라하한인민박', '#프라하민박', '#프라하숙소', '#프라하게스트하우스', '#프라하맛집', '#맛집', '#잉어', '#잉어찜', '#크리스마스']"
CmbsPhdvnrp,고쌍,"🎄

▪️아인 여성 병원 구경하기🙌🏻

집에서 엘베 타고 내려가면
바로! 아인여성병원!!
산부인과 내과 소아과 안과 
피부과 치과 등등 아플 때 바로 
진료 볼 수 있어서
넘나 편해‼

새 건물이라서 병원 시설도 
엄청 깨끗하고 깔끔하고 예뿌구용
서울여성병원에서 아인여성병원으로 
이전한 곳이라서 선생님들은 
역시나 믿음 가고요✌굿입니다

포토존 있길래 신랑이랑 📸
🎄왕 끌쑤마쑤뜨리랑 함께🎄
1층로비, 4층로비 둘다 넘나예뿌💓

🥲둘다 얼굴은 지못미 흑흑😂
.
.
.
.
#아인여성병원 
#크리스마스 #크리스마스트리🎄 
#아인첫번째겨울 #왕트리 
#우와이뿌다아❤❣ 
#일상 #소통 #미추홀포레나인천","['#아인여성병원', '#크리스마스', '#크리스마스트리', '#아인첫번째겨울', '#왕트리', '#우와이뿌다아', '#일상', '#소통', '#미추홀포레나인천']"
Cmb2jPsPkJT,지원이,"All it takes is faith and trust 
If they dont have it they dont worth it

#quotes #quote #disney #disneyquotes #disneyquotestoliveby #sentences #문구 #문장 #명언 #명대사 #영화명대사 #디즈니 #디즈니명대사 #잠실 #잠실롯데월드몰 #크리스마스 #크리스마스트리 #christmas #christmas","['#quotes', '#quote', '#disney', '#disneyquotes', '#disneyquotestoliveby', '#sentences', '#문구', '#문장', '#명언', '#명대사', '#영화명대사', '#디즈니', '#디즈니명대사', '#잠실', '#잠실롯데월드몰', '#크리스마스', '#크리스마스트리', '#christmas', '#christmas']"
Cmbu6VjL312,ㅡ,"현우의 소중한 현우집
마음에들어해줘서 고마워
산타할아버지가 두고가신거라하니
더 좋아하네 뿌듯

#최현우인별그램 #크리스마스 #육아 #선물","['#최현우인별그램', '#크리스마스', '#육아', '#선물']"
Cmbz6x6SP6y,표지현,🎄,[]
Cmby4mepcUM,finf,다들 크리스마스 선물 준비 하셨나요~? 🎁🎄🔔,[]
CmbtKSNpT2P,𝙿𝚊𝚗𝚒,"🇮🇹☕️🎄✨

겨울날의 한남동 데이투〰️🏷️
요즘 남펴니랑 에스프레소 맛집 찾기에 빠짐👀
이쁜거 보고 산책도하고🖤
마지막은 우리 스티커사진으로 마무리🎅🏻➿",[]
CmbsaWEPHPI,𝙹𝚎𝚓𝚞🌴시은이네,시니집도 크리스마스🎄🎅🏻🎁,[]
CmbrTKfLpCt,대구,"크리스마스 푸룻백 😍❤️
크리스마스 선물로도, 집들이 선물로도 인기 만점 ❤️
후식으로 드실 수 있게 준비할게요 🥰

모든 문의는 프로필링크 누르시면 해결됩니당
디엠은 받지 않아요!!",[]
CmbqR-FPiqb,💕봄향캘리그라피💕,".☆
#크리스마스주간 #선물준비

#크리스마스 앞두고
내일과 모레 수업 때 만나는 
친구들에게 줄 #선물준비완료

괜히 설레고 기분좋은
#크리스마스니까
#그냥지나가면섭하지 요
별거아니지만 울친구들 좋아할 모습이 
벌써 눈에 선합니당😊

까먹지않고 챙겨가기를🙏","['#크리스마스주간', '#선물준비', '#크리스마스', '#선물준비완료', '#크리스마스니까', '#그냥지나가면섭하지']"
Cmb4HQzBO5K,Jiwoon,"#merrychristmas 🎄#크리스마스 
#롯데월드몰 #크리스마스트리 🎅🏻 
저기 뒤에 몬스터엑스 있어요 😎","['#merrychristmas', '#크리스마스', '#롯데월드몰', '#크리스마스트리']"
Cmb8aFaJ6yp,하루를,"🌲
Christmas is coming

⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀

⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀
#하루를더하다 #트리존","['#하루를더하다', '#트리존']"
Cmbsh6IvCSj,최서연,🎄⭐️🎀❤️,[]
Cmbx12pLRxv,이지훈,"🎄
.
.
.
.
.
.
.
.
.
.
#크리스마스 #크리스마스트리 #카페 #셀카 #셀스타그램 #bts #패션 #남자패션 #서울 #부산 #대구 #강남 #동성로 #서면 #좋아요 #팔로우 #서울 #부산 #맞팔 #좋아요반사 #좋테 #선팔 #좋반 #다렉 #훈남  #해시태그 #fff #following #daily #follow4like #ootd","['#크리스마스', '#크리스마스트리', '#카페', '#셀카', '#셀스타그램', '#bts', '#패션', '#남자패션', '#서울', '#부산', '#대구', '#강남', '#동성로', '#서면', '#좋아요', '#팔로우', '#서울', '#부산', '#맞팔', '#좋아요반사', '#좋테', '#선팔', '#좋반', '#다렉', '#훈남', '#해시태그', '#fff', '#following', '#daily', '#follow4like', '#ootd']"
Cmb3YnRJ9GW,고급,"가장 핫한 제품들 만원, 이만원대에 당일출고 가능해요❤️
갑자기 추워진 요즘 애기들에게 패딩선물 어떠세요?🎁🎄
크리스마스 선물 준비 못했어도 괜찮아요➰
이번주안에 받아보실수 있으세요🫶",[]
CmbpV6PKK25,와이제곱,"#리그램 - @freet_mobile by @get_regrammer
이벤트💜
프리티 인스타 리그램 이벤트👍

해피크리스마스 💫
매일크리스마스 💫
메리크리스마스 💫

프리티 크리스마스 리그램 이벤트!!
.
.
.
본 게시물 리그램 후 댓글을 남겨주세요~
추첨을 통해 선물 드려요
.
.
🎄 파리바게트 트리 케이크 : 3명
🎅 파리바게트 호호산타 케이크 : 3명

(~12/22 자정까지, 개별DM발송)
.
.
.
.
#알뜰폰 #프리티 #프리티모바일 #freet #프리텔레콤 #댓글이벤트 #리그램이벤트 #케이크이벤트 #파리바게트 #크리스마스 #클마이벤트","['#리그램', '#알뜰폰', '#프리티', '#프리티모바일', '#freet', '#프리텔레콤', '#댓글이벤트', '#리그램이벤트', '#케이크이벤트', '#파리바게트', '#크리스마스', '#클마이벤트']"
CmbpE0dv1b_,공혜인,"다음 여행지는 해외로 ✈️

#크리스마스 #여행 #럽스타그램","['#크리스마스', '#여행', '#럽스타그램']"
CmbuqelvlPV,ℳ𝓎,"𝑀𝑦 𝐻𝑤𝑎𝑛 𝐷+175

환이 두번째 키즈풀 스토리ʕ¨̮ʔ

𝑻𝑯𝑨𝑵𝑲 𝒀𝑶𝑼 @_riviere.official",[]
CmbpEINP0M7,개미,"#🐣

얼른 나아서 클캠가즈아..
몇년만의 클캠인데 아프고그랭😭
엄마가 너가 좋아하는 🐂고기..
쑤떼이꾸 준비했어어🥩
제바르 장박지가서 먹자..😂
집에서 먹고싶지 않아ㅋ

곧 디데이닷!!!!
기대된드아~~~

#캠핑 #가족캠핑 #감성캠핑 #장박캠핑
#장박 #장박지 #클캠 #여행 #일상 #취미
#좋아요 #캠핑그램 #캠핑스타그램 #캠핑소통
#소통 #크리스마스 #딸 #트리 #베베데코
#camping #camp #outdoor #tree #キャンプ","['#캠핑', '#가족캠핑', '#감성캠핑', '#장박캠핑', '#장박', '#장박지', '#클캠', '#여행', '#일상', '#취미', '#좋아요', '#캠핑그램', '#캠핑스타그램', '#캠핑소통', '#소통', '#크리스마스', '#딸', '#트리', '#베베데코', '#camping', '#camp', '#outdoor', '#tree', '#キャンプ']"
Cmbp-dhPRaQ,Kim,"-
#살인미소 #크리스마스
#20221129","['#살인미소', '#크리스마스', '#20221129']"
Cmb_KJWP8Qt,오세은,🙃❤️,[]
Cmb-GuRvvwG,공구&리그램,"[공동구매]
온가족을 위한 영양간식 #뉴케어 10차 공구중 🎶
#마이키즈  #액티브골든밸런스 #액티브프레소 옵션선택가능🩷
.
곧 #겨울방학 이예요 😂
아이들 간식 두둑히 챙겨두세요 :)
마이키즈는 쿠*, 네*버 최저가보다 공구가가 훨씬 저렴한거 아시됴?
기본 2-3박스이상 추천드려요👍🏻
------------------------------------------------------------------------------------------------------
.
🏷 구매완료 𝐞𝐯𝐞𝐧𝐭
@hi.thankyouvery 오픈피드에 구매완료+핸드폰뒷4자리를 남겨주세요
추첨을 통해
⇢ 스타벅스 기프티콘 증정
⇢ 마이키즈 본품증정
⇢ 많이 참여할수록 당첨자수도 UP UP
⇢ 오픈피드에 11월 당첨자 발표했으니 확인하신 후 DM주세용 🙏🏻
.
------------------------------------------------------------------------------------------------------
.
.
어린이집, 유치원, 학교 등원전
마이키즈 1팩씩 챙겨주세요❤
아침밥을 먹으면 가장 좋겠지만 현실적으로 쉽지않죠 😭
아이도 엄마도
#등원전쟁 으로 스트레스 받지않고
영양소까지 든든히 챙길 수 있으니 1석2조👍🏻
.
🔎 마이키즈는?
✓ 한국인 영양섭취기준 1일 필요량에 맞춰 체계적으로 설계된 영양간식으로
✓ 소아과쌤이 추천하는 제품이니 믿고 선택해주세요 😊
.
.
.
초코맛, 딸기맛 다 맛있어요 🍓
✔️유주 pick 초코맛
✔️유하 pick 딸기맛
.
🟢 채소를 안먹거나 편식하는 아이
🟢 식사량이 부족한 아이
🟢 식사로 부족할 수 있는 영양을 보충해주고 싶은 아이
모두모두 오세요 🙋🏻‍♀️
.
.
▪️간편한 액상타입
▪️아이들이 한번에 먹기편한 사이즈 ⇢ 150ml
▪️든든한 칼로리 1팩 ⇢ 150Kcal
▪️HACCP 인증
.
.
🏷 뉴케어 마이키즈 ᴄʜᴇᴄᴋ ᴘᴏɪɴᴛ
ꪚ 3대영양소(탄수화물,단백질,지방)와 22가지 비타민미네랄
ꪚ 성장에 필요한 영양소 함유
⇢ DHA, 단백질, 칼슘, 철분, 비타민D, 바타민B, 아연
ꪚ 동물성단백질(카제인)&식물성단백질(분리대두단백)을 한번에 섭취
ꪚ 세계적인 DSM사 비타민미네랄
ꪚ 독일산 EPA 및 DHA 함유유지
ꪚ 국내산 딸기농축액
ꪚ 네덜란드산 코코아파우더
.
.
🏷 뉴케어 액티브는
단백질 섭취가 부족한 부모님, 할머니&할아버지 선물로도 추천드려요👍🏻
.
.
🔻 유통기한 
• 마이키즈(딸기) 2023.10.18
• 마이키즈(초코) 2023.10.24
• 액티브 골든밸런스 2023.10.08
• 액티브 프레소 2023.09.13
------------------------------------------------------------------------------------------------------
#뉴케어마이키즈#뉴케어마이키즈공구#마이키즈공구#육아#육아템#유아식#아기반찬#유아반찬#브리드#브리드공구#락토핏#키즈스타그램#육아스타그램#편식하는아이#어린이홍삼#꼬비도비#킨더브리제#어린이영양제#이벤트#아이랑가볼만한곳#아이방꾸미기#크리스마스#크리스마스선물#티니핑","['#뉴케어', '#마이키즈', '#액티브골든밸런스', '#액티브프레소', '#겨울방학', '#등원전쟁', '#뉴케어마이키즈', '#뉴케어마이키즈공구', '#마이키즈공구', '#육아', '#육아템', '#유아식', '#아기반찬', '#유아반찬', '#브리드', '#브리드공구', '#락토핏', '#키즈스타그램', '#육아스타그램', '#편식하는아이', '#어린이홍삼', '#꼬비도비', '#킨더브리제', '#어린이영양제', '#이벤트', '#아이랑가볼만한곳', '#아이방꾸미기', '#크리스마스', '#크리스마스선물', '#티니핑']"
Cmbvrb5v3Jv,@sjiiii_i,"어느새, 크리스마스 🎄☃️",[]
CmbnDdjvu_t,林그림,"🎄
지지난주에는 아주 오랜만에
크리스마스 엽서를 만들어 보았다.

도저히 시간을 낼 수 없을 것 같았는데
새벽을 이용해 겨우 완성은 했던 것 같다.

올해는 너무 바빴고, 내년엔 더 바쁠 테지만
그림도 자주 그릴 수 있음 좋겠다..😢
+ 그라폴리오 모바일 배경화면 다운로드 가능합니다 :)",[]
CmbpDZcPhAJ,노원더썸(청춘포차),"🎄'' 노원은~역시~더썸 ''🎄

크리스마스 파티위크🎄23일~25일🎄

더썸6주년 추첨이벤트 진행합니다🤗
총상금 1000만원‼️😱

☆돈다발 꽃세트.돈다발 상자세트 500만원‼️😱
★명품화장품 디올.랑방.랑콤..등등..20종류‼️

추첨을 통해 시원하게 나눠드립니다🫰😎

OPEN 8PM ~ CLOSE 6AM

#연말 #크리스마스이브 #크리스마스 #성탄절 #이벤트

#노원구 #노원 #노원역 #핫플 #헌팅포차
#주말 #클럽 #감주 #클럽감주 #감성주점
#더썸 #청춘포차 #썸 #더썸청춘포차 #휴일
#인스타그램 #인스타 #릴스 #클럽룩 #일상
#의정부 #수유 #노원핫플 #강북핫플","['#연말', '#크리스마스이브', '#크리스마스', '#성탄절', '#이벤트', '#노원구', '#노원', '#노원역', '#핫플', '#헌팅포차', '#주말', '#클럽', '#감주', '#클럽감주', '#감성주점', '#더썸', '#청춘포차', '#썸', '#더썸청춘포차', '#휴일', '#인스타그램', '#인스타', '#릴스', '#클럽룩', '#일상', '#의정부', '#수유', '#노원핫플', '#강북핫플']"
CmbzAWtrdTM,스윗비초콜릿,".
연애하시던 시절부터 저희가게 오셨는데
이제는 애기가 둘이나 되신 
단골 손님❤️

아직 어린데
벌써 초콜릿 홀릭이라네요ㅎㅎ

함량 높은 초콜릿도 냠냠 잘 먹어서 깜짝 놀랬지요:)

맛있게 드세요😘
늘 감사합니다!!
.
.

🌲제품 종류 및 금액은 인스타프로필에 링크된 <블로그> 에서 확인 가능해요

▪︎크리스마스 케이크 & 초콜릿 예약중

▪︎일요일 휴무

▪︎운영시간 

• 평일 10:30 ~ 19:30
• 토요일 10:30 ~ 16:00 

🌲스윗비초콜릿 cafe & shop
 
  • 부산시 북구 덕천2길87, 1층
.
.
.
 #스윗비초콜릿#스윗비#chocolate#덕천#덕천카페#덕천맛집#초콜릿수업#부산맛집#프러포즈선물#답례품#초콜릿케이크#발렌타인데이#생초콜릿#부산수제초콜릿#수제초코우유#부산#레터링초콜릿#수제빼빼로#화이트데이#수능초콜릿#생일선물#빼빼로데이#크리스마스#크리스마스케이크#크리스마스선물","['#스윗비초콜릿', '#스윗비', '#chocolate', '#덕천', '#덕천카페', '#덕천맛집', '#초콜릿수업', '#부산맛집', '#프러포즈선물', '#답례품', '#초콜릿케이크', '#발렌타인데이', '#생초콜릿', '#부산수제초콜릿', '#수제초코우유', '#부산', '#레터링초콜릿', '#수제빼빼로', '#화이트데이', '#수능초콜릿', '#생일선물', '#빼빼로데이', '#크리스마스', '#크리스마스케이크', '#크리스마스선물']"
Cmb4Sd2vY5s,@ho_kong_2,"내칭구 담담이랑 꺼플룩🥰
(마지막사진이 킬포)
#엄마도친구 #아기도친구 #크리스마스","['#엄마도친구', '#아기도친구', '#크리스마스']"
Cmb5E7hJJha,@j_a_e_m_n_i,"곧 만나요 ❄️🎄⛄️💚❤

#리그램 - @cts_ent by @get_regrammer
D-3️⃣
🪄k-pop, 트로트, 치어리딩, 태권도 등
성탄 스페셜 무대! #christmasspecial✨

코리아퍼레이드를 위해 모든세대가
함께모여 다양한 장르의 공연으로
사랑을 전하는 대한민국 퍼레이드!

❤️일시 : 2022. 12. 24.(토) 오후 5시
💚생방송 시청 방법 : 'CTS' TV 생방송 & YouTube 'CTS_ENT' 시청 가능
*비대면 진행*

🎄올해 크리스마스이브는
코리아 퍼레이드와 함께 은혜로운 시간이 되길🙏
💝연말은 CTS와 함께해요! (۶•̀ᴗ•́)۶

#MerryChristmas #크리스마스선물 #코리아퍼레이드 #크리스마스이브 #크리스마스 #성탄절 #연말 #연말무대 #연말방송 #cts #디데이","['#리그램', '#christmasspecial', '#MerryChristmas', '#크리스마스선물', '#코리아퍼레이드', '#크리스마스이브', '#크리스마스', '#성탄절', '#연말', '#연말무대', '#연말방송', '#cts', '#디데이']"
Cmbv_F7PszH,Youmin,"선재어린이👦🏻 로망🎄✨실현하기❤️

하루만큼은 내가 산타되어주기 !
#오빠는_1년365일_내내_나의산타🎅🏽
(그러니까 얼른 선물주세요~~~~~
1년 내내 주세요오~~~~~🫶🏽ㅋㅋㅋㅋㅋ)",['#오빠는_1년365일_내내_나의산타']
Cmb_bFipZPz,Hannah,"어제저녁  #올만에  밥다운밥..

#집밥#삼겹살#고깃집된장찌개#부추무침#콩나물무침  아.. 김치가  없네..#아쉽다

#배추 겉절이 이라도  만들어야겠다.
#크리스마스 기간 #d-4 #koreanfood","['#올만에', '#집밥', '#삼겹살', '#고깃집된장찌개', '#부추무침', '#콩나물무침', '#아쉽다', '#배추', '#크리스마스', '#d', '#koreanfood']"
CmbzjOqJ-eN,광채,#크리스마스 #행복한시간 #즐거움#광채피부샵 #대구피부상담 #성서피부관리 #이곡동피부관리 #문제성피부 #여드름관리 #젊어집시다,"['#크리스마스', '#행복한시간', '#즐거움', '#광채피부샵', '#대구피부상담', '#성서피부관리', '#이곡동피부관리', '#문제성피부', '#여드름관리', '#젊어집시다']"
CmcB_bESmwu,@bing_like,#christmas,['#christmas']
