post_id,name,post,hashtag
Cmb7QS6Pxk1,Jieun,"하준이의 두번째 신타할아버지 만나기🎄
.
.
","['#비싼선물아니라좋을것같지만딸기와바나나가금값인건안비밀ㅋ', '#크리스마스', '#산타할아버지', '#35개월아기', '#하둥이네']"
CmcCjRvyVmE,@lhb.0111,"❗[공동구매] 
크리스마스 럭셔리 웨이퍼
공구 최저가 Open!❤

귀엽고 사랑스런 틴케이스와
바삭하고 풍부한 향의 웨이퍼가 담긴
럭셔리 웨이퍼 홀리데이 에디션! ☺

귀여운 캐릭터 틴케이스에
초코3개 바닐라2ea 총 5개가 들어있습니다
(틴케이스는 다 드신 후 연필꽃이나 
다른 용도로도 활용 가능하세요~)

럭셔리 초코웨이퍼는
바삭한 초코웨이퍼 안에
깊은 풍미가 느껴지는 초코크림이 가득!♪
럭셔리 바닐라웨이퍼는
눈처럼 새하얀 웨이퍼 안에
달콤한 바닐라크림이 가득!♫

❣간식, 유치원/어린이집 답례품,
크리스마스/연말 선물,
홈카페, 연말파티 등에
제격인 아이템이랍니다~
(선물용으로 대량주문 폭주 중)

크리스마스 웨이퍼로 연말에
소중한 사람들과 행복한 시간 보내세요 :)

✰파손이 발생하기 쉬운 상품입니다
틴케이스 찌그러짐 및 과자 80%이상
파손이 아닌경우 교환 환불 불가입니다ㅠㅠ
참고 부탁드려요ㅠ 

[★ 한정수량 품절전
서둘러 구매하세요~!! ★]

구매는 프로필 하단
링크에서 가능합니다! ☝☝☝

#육아그램#워킹맘#조카선물#크리스마스선물#도치맘#끙아주스#육아그램#육아그램#크리스마스#다이어트간식#아이들간식#아기간식#간식#아이간식#어린이집선물#예비맘#웨이퍼과자#가정보육#유치원#어린이간식추천#성탄절이브#성탄파티#얼집선물#딸생일파티#자매둥이#루솔배도라지차공구간식#간식추천#어린이집답례품#연말","['#육아그램', '#워킹맘', '#조카선물', '#크리스마스선물', '#도치맘', '#끙아주스', '#육아그램', '#육아그램', '#크리스마스', '#다이어트간식', '#아이들간식', '#아기간식', '#간식', '#아이간식', '#어린이집선물', '#예비맘', '#웨이퍼과자', '#가정보육', '#유치원', '#어린이간식추천', '#성탄절이브', '#성탄파티', '#얼집선물', '#딸생일파티', '#자매둥이', '#루솔배도라지차공구간식', '#간식추천', '#어린이집답례품', '#연말']"
Cmb0HozLVde,다예,꼬 지리 앳쉬 핑-크 해쓤♥🎀,[]
CmbrGNGrBR0,리제,"🌷아모레퍼시픽 X 리제 캘리그라피🌷
🧡<누름꽃 새해 카드 만들기>💜
▪️일시 : 1월 17일 오후 14시~15시30분(1시간30분)
▪️장소 : 아모레퍼시픽 서울센터
▪️인원 : 10명
▪️참가비 : 10,000원
▪️클래스 신청방법 : 네이버 예약
https://m.place.naver.com/place/1248441463/ticket?entry=pll 
⬆️<프로필링크로 신청 가능합니다>💜🧡❤️
-
아모레 서울센터에서는 원데이클래스뿐만 아니라 제품체험, 
영양발란스 상담, 카운셀러 직업 상담을 받으실 수 있습니다.
@amore_seoul_center 
-
❌모든 작업의 글씨 무단 도용, 따라쓰기 절대 금지합니다❌(무단 도용시 법적 처벌을 받을 수 있습니다)
-
🌷영문 모던 캘리, 카퍼플레이트 클래스 상시 모집 중!🌷
⬆️위의 프로필 링크로 신청 가능합니다🙂
-
📗책<나도 영문 손글씨 잘 쓰면 소원이 없겠네>💌
🎈 프로필 링크로 구매 가능합니다⬆️
-
🎈온라인클래스🎈
✅MKYU 영문 브러쉬 모던 캘리그라피
🎈온라인 키트 판매🎈
✅파버카스텔 x 하비풀 한줄 캘리엽서 키트
🎈프로필 링크로 구매 가능합니다⬆️
- 
◾️문의◾️
▫️카카오톡 riese81
▫️이메일 riese81@naver.com
-
#캘리그라피 #캘리 #딥펜캘리 #딥펜 #딥펜캘리그라피 #손글씨 #감성 #아모레퍼시픽 #아모레퍼시픽서울센터 #아모레퍼시픽카운셀러 #아모레퍼시픽체험 #캘리그라피출강 #amorepacific #캘리그라피강의 #리제캘리그라피 ##calligraphy #캘리그라피클래스 #좋은글귀 #크리스마스 #크리스마스카드 #크리스마스카드만들기 #아모레서울센터원데이클래스 #원데이클래스 #원데이클래스모집","['#캘리그라피', '#캘리', '#딥펜캘리', '#딥펜', '#딥펜캘리그라피', '#손글씨', '#감성', '#아모레퍼시픽', '#아모레퍼시픽서울센터', '#아모레퍼시픽카운셀러', '#아모레퍼시픽체험', '#캘리그라피출강', '#amorepacific', '#캘리그라피강의', '#리제캘리그라피', '#calligraphy', '#캘리그라피클래스', '#좋은글귀', '#크리스마스', '#크리스마스카드', '#크리스마스카드만들기', '#아모레서울센터원데이클래스', '#원데이클래스', '#원데이클래스모집']"
Cmb3JdZLiUW,2月의,"#2月의꽃 #페브꽃다발 
최상급의 오로라로 제작 된 유니콘 꽃다발 🦄💜✨✨✨","['#2月의꽃', '#페브꽃다발']"
CmbqUn6LO1z,포레버영,퇴근하고 급다녀왔던 빨간트리❤️🎄🐻,[]
Cmb91OfP1mV,케이크,"#플랑듀크리스마스 
#플랑듀딸기케이크 
#플랑듀

세상에 눈이 이렇게나 많이 오다니
쌓이고쌓이는 눈을 오후에 밀었더니
두꺼워진 눈덕분에 지금 팔이 너무 아파죽겠네요 ㅠㅠ
모두 눈길 조심하세요!

요청주시는분들 많으셔서 안내드려요🍓

딸기케이크에 추가요청사항으로 
초코가나슈모자 🤎 가능합니다 -! 
(추가비용 있음)

이미 예약하신분도 추가 가능하니 연락주세요^^

주문서와 금액은 프로필상단의 링크를 눌러 블로그에서 안내드릴게요 💌

올해도 예쁘고 맛있는 딸기케이크와 함께 즐거운 연말 되세요 -! 

#제천 #제천딸기케이크 #제천크리스마스케이크 #딸기케이크 #제천수제케이크 #제천케이크 #제천딸기 #제천생크림케이크 #제천맛집 #제천베이커리 #제천카페 #제천리솜포레스트 #딸기 #맛있는케이크 #크리스마스 #크리스마스케이크 #christmas #christmascake #strawberry","['#플랑듀크리스마스', '#플랑듀딸기케이크', '#플랑듀', '#제천', '#제천딸기케이크', '#제천크리스마스케이크', '#딸기케이크', '#제천수제케이크', '#제천케이크', '#제천딸기', '#제천생크림케이크', '#제천맛집', '#제천베이커리', '#제천카페', '#제천리솜포레스트', '#딸기', '#맛있는케이크', '#크리스마스', '#크리스마스케이크', '#christmas', '#christmascake', '#strawberry']"
Cmbt8baSuuI,히아,"🎨 미리 메리 크리스마스 !

Oil pastel on paper",[]
CmboKoBBtNg,Anything__happy__,"오늘 만들어진 따끈따끈한 눈사람들 ♨️
 
크리스마스까지 얼마 남지 않았네용 🎄
설레이는 마음 한가득 🌨 눈도 펑펑내리고 있습니다 ☃️

뽀송뽀송 해져야 색칠할 수 있으니 얼렁 말라주길~~ 🎨

#일상 #daily #instadaily #일상스타그램 #일상그램 #데일리그램 #오늘 #데일리#크리스마스#연말#선물#크리스마스선물#크리스마스트리#12월25일#산타대신곰#홈데코#홈데코소품#인테리어소품#소품#방꾸미기#클레이#지점토공예#마시멜로#반지걸이#눈#눈내린날#스노우맨","['#일상', '#daily', '#instadaily', '#일상스타그램', '#일상그램', '#데일리그램', '#오늘', '#데일리', '#크리스마스', '#연말', '#선물', '#크리스마스선물', '#크리스마스트리', '#12월25일', '#산타대신곰', '#홈데코', '#홈데코소품', '#인테리어소품', '#소품', '#방꾸미기', '#클레이', '#지점토공예', '#마시멜로', '#반지걸이', '#눈', '#눈내린날', '#스노우맨']"
Cmb7Mt8JXQm,@yu_cheung1,"#리그램 - @gae.kwa.cheon.sun by @get_regrammer
개과천선 산타가 선물을 들고 왔어요~🎁

🎄크리스마스 리그램 이벤트🎄

개과천선을 사랑해 주시는 여러분들에게
올해 겨울을 따스하게 보내실 수 있도록❄️

크리스마스 맞이🎅
개과천선 리그램 이벤트를
준비했습니다~!!

개과천선의 겨울 용품들과 함께

남은 겨울 준비와
올해 마지막 2022년도를
떠나보낼 준비를 시작해볼까요?

✔ 크리스마스 리그램 이벤트 구성

카소 사각 방석
( S -베이비 핑크 ) : 3명 

✔ 이벤트 기간

12-21 (수) ~ 12-25 (월)
(재고 소진 시 조기마감)

🎁26일 당첨자 발표🎁

✔ 이벤트 대상

- 기간 내 참여하는 신청자
- 후기를 위한 이벤트로 공개계정만 가능합니다.
- 상업 및 리그램전용 계정은 발송제외 될 수 있습니다.

✔ 참여방법

1. 본 계정 @gae.kwa.cheon.sun 을 팔로우 해주세요.
2. 본 리그램 게시물에 좋아요를 눌러주세요.
3. 자신의 피드에 이벤트 사진과 게시글을 리그램 해주세요.
4. 본 게시물에 댓글로 참여 여부를 확인할 수 있도록 남겨주세요.
5. 제품 수령 후 후기 사진 부탁드립니다 :)

✔ 제품발송

1. 리그램 후 댓글을 남겨주시면
담당자 확인후 DM으로
수령지 정보를 요청 드려요.

2. 제품 수령후
인스타그램 리뷰 작성
꼭 부탁 드립니다.

✔ 당첨 기준

랜덤으로 진행됩니다 !
당첨자 뽑기는 룰렛을 통해 이루어지고
추후에 해당 영상이 공개됩니다.

※중복지원이 가능하지만,
첫 번째 이벤트에서 당첨될 시
두 번째 이벤트에서는 제외됩니다※

#개과천선 #개과천선스토어 #리그램이벤트 #겨울용품 #강아지겨울용품 #고양이겨울용품 #크리스마스 #크리스마스리그램이벤트 #리그램 #협찬 #regram #이벤트 #개과천선리그램 #강아지 #고양이","['#리그램', '#개과천선', '#개과천선스토어', '#리그램이벤트', '#겨울용품', '#강아지겨울용품', '#고양이겨울용품', '#크리스마스', '#크리스마스리그램이벤트', '#리그램', '#협찬', '#regram', '#이벤트', '#개과천선리그램', '#강아지', '#고양이']"
Cmb4khzPPWw,rimbo_knitting,"🎄크리스마스 티코스터🎅 Cherish유투브를 보고 떴다. 5호 모사용코바늘 사용.
연말 분의기 나는 게 마음에 들어 떠본 ^^ 설명을 차분이 잘 해줘서 따라하기 좋았다.
#crochet #knitting #손뜨개 #뜨개질 #핸드메이드 #Cherish #크리스마스 #티코스터 #아이돌실 #선물","['#crochet', '#knitting', '#손뜨개', '#뜨개질', '#핸드메이드', '#Cherish', '#크리스마스', '#티코스터', '#아이돌실', '#선물']"
Cmbr6l7Pn0U,혜리,"🎅🏻산타 할아버디
저는 테슬라 받고싶어요",[]
CmbiywqrPbS,민수,Christmas tree🎄🧸🤎,[]
CmbzjISLL4E,놀작에듀시티앳홈,".
아이들 그림은 아이들스러울때가 
참 예쁜것  같아요😊
.
.
#도자기페인팅 #나만의접시 
#크리스마스 #유치부 
#천안미술 #놀작에듀시티앳홈","['#도자기페인팅', '#나만의접시', '#크리스마스', '#유치부', '#천안미술', '#놀작에듀시티앳홈']"
Cmby0gzPKFz,FABERGÉ,"🅼🅴🆁🆁🆈 🅲🅷🆁🅸🆂🆃🅼🅰🆂

🎅🎄

Green and red are the colors of this season, and so is Emerald!

The highest quality of emerald with vivid saturation sourced at Fabergé, thanks to its mother company Gemfields, which owns the world's best quality mines of emeralds, brings jewelries to life with its beautiful bluish green color.

Celebrate #Christmas by giving your special someone a special emerald jewelry. 🎁

에메랄드는 희귀하고 고귀하기 때문에 유럽 왕실에서 애영하고 사랑하는 보석 중 하나이며, 품격있고 황홀한 에메랄드의 녹색은 영원불멸의 상징으로도 자주 쓰입니다. 

파베르제의 모회사 젬필즈 소유의 잠비아 에메랄드는 5억년도 훨씬 전에 오랜 자연의 신비함으로 탄생하였으며, 현재 세계에서 가장 오래된, 그리고 가장 아름다운 에메랄드 중 하나로 평가되고 있습니다.

1800년대부터 러시아 왕실의 보석상으로 임명 되어 현재까지도 주얼리의 역사 상 가장 화려한 세공과 예술성을 보여준 주얼러로 기록되는 피터 칼 파베르제의 파베르제 주얼리 하우스는 최고급 퀼리티의 4대 보석으로 특별함과 감동을 선사하는 원오브어카인드 주얼리를 선보이고 있습니다.

#파베르제 #에메랄드 #파베르제주얼리 #파베르제하이주얼리 #파베르제에메랄드
#faberge #fabergé #emeraldjewelry","['#Christmas', '#파베르제', '#에메랄드', '#파베르제주얼리', '#파베르제하이주얼리', '#파베르제에메랄드', '#faberge', '#fabergé', '#emeraldjewelry']"
Cmb0UHgpp4r,달타냥,"선물받은 크리스마스 와인 :) 
포장 열어보고 깜놀....세상에.....;;
완전 이뻐서 이걸 어떻게 먹지....?
완전 샤이니하다 :)
세상감동 :)
.
#크리스마스 #크리스마스와인 #이걸우째 #아까워서 #못먹겠다 #관상용 #로제와인 #특별주문와인선물 #세상감동 #너무좋다","['#크리스마스', '#크리스마스와인', '#이걸우째', '#아까워서', '#못먹겠다', '#관상용', '#로제와인', '#특별주문와인선물', '#세상감동', '#너무좋다']"
Cmbu4-_rpTw,조현주,#곰돌이 #곰 #크리스마스 #방향제 #새차선물 #남친선물 #여친선물 #차방향제,"['#곰돌이', '#곰', '#크리스마스', '#방향제', '#새차선물', '#남친선물', '#여친선물', '#차방향제']"
Cmb3vOevCu0,#키성장전문,"앉으면 따뜻해지는 탄소온열벤치
동네 버스정류장에 설치되어 있는 핫템
앉자마자 바로 따뜻해져서 신기하고 좋았다

#탄소온열벤치#굿아이디어
#크리스마스

#레인드롭테크닉#서울피부관리#강남피부관리#마사지샵#강남맛집 #강남마사지#k스파#강남윤곽관리 #어린이키성장#주니어키성장##압구정로데오#통증케어#강남pt#겨울#강남네일#강남필라테스#아로마#커플#아로마1급자격증교육#아로마2급자격증교육","['#키성장전문', '#탄소온열벤치', '#굿아이디어', '#크리스마스', '#레인드롭테크닉', '#서울피부관리', '#강남피부관리', '#마사지샵', '#강남맛집', '#강남마사지', '#k스파', '#강남윤곽관리', '#어린이키성장', '#주니어키성장', '#압구정로데오', '#통증케어', '#강남pt', '#겨울', '#강남네일', '#강남필라테스', '#아로마', '#커플', '#아로마1급자격증교육', '#아로마2급자격증교육']"
CmbkPP3hzLy,nadiah,"장 줄리앙 짱이였지
#장줄리앙 #크리스마스 #이벤트","['#장줄리앙', '#크리스마스', '#이벤트']"
Cmbz2OlBBCU,제이카롱,"오늘도 새로운 주인님을 만나
보내드린 제까롱 댕댕이들🧸❤
️
너무 좋아해주셔서 고맙습니다.🥰
좋은 선물 되시길 바랄깨용 !

#macaron #cake #쿠키맛집 #수원맛집 #수원디저트 #아주대 #아주대맛집 #크리스마스디저트
 #광교맛집 #광교디저트 #기념일디저트 #동탄디저트 #휘낭시에 #마카롱 #스콘 #스콘맛집 #구움과자맛집 #특별한디저트 #케이크맛집 #생크림케이크 #쿠키 #글루텐프리 #노밀가루디저트 #수원케이크 #광교케이크 #동탄맛집 #마카롱맛집 
#디저트맛집 #크리스마스","['#macaron', '#cake', '#쿠키맛집', '#수원맛집', '#수원디저트', '#아주대', '#아주대맛집', '#크리스마스디저트', '#광교맛집', '#광교디저트', '#기념일디저트', '#동탄디저트', '#휘낭시에', '#마카롱', '#스콘', '#스콘맛집', '#구움과자맛집', '#특별한디저트', '#케이크맛집', '#생크림케이크', '#쿠키', '#글루텐프리', '#노밀가루디저트', '#수원케이크', '#광교케이크', '#동탄맛집', '#마카롱맛집', '#디저트맛집', '#크리스마스']"
Cmb0PvQPXDj,@hee_yaaam,"#ค^•ﻌ•^ค 

.
.
.

MARRY CHRISTMAS •‿•

#카페 , #카페냥갱 , #cafe냥갱 , #양갱 , #수제양갱 , #시그니처 , #냥갱커피 , #단짠단짠 , #크리스마스 , #케이크 , #달고나 , #쿠키 , #햇살맛집 , #딸기케이크 , #딸기초코케이크 , #산타케이크 , #크리스마스케이크 , #신메뉴 , #고양이 , #피규어 , #냥덕 , #커피 , #디저트 , #부산카페 , #연산동카페 , #데이트코스 , #이색카페 , #답례품 , #기념품

#ค","['#ค', '#카페', '#카페냥갱', '#cafe냥갱', '#양갱', '#수제양갱', '#시그니처', '#냥갱커피', '#단짠단짠', '#크리스마스', '#케이크', '#달고나', '#쿠키', '#햇살맛집', '#딸기케이크', '#딸기초코케이크', '#산타케이크', '#크리스마스케이크', '#신메뉴', '#고양이', '#피규어', '#냥덕', '#커피', '#디저트', '#부산카페', '#연산동카페', '#데이트코스', '#이색카페', '#답례품', '#기념품', '#ค']"
CmbneYyoNi7,🇰🇷🇩🇪,"난이런오색빛깔가득찬게좋더라✨️
.
.
.
.
.
.
.
.
.
.
.
.
.
.
#여행 #사진 #사진스타그램 #여행스타그램 #여행사진 #travel #travelgram #travelphotography #photography #photooftheday #사진계정 #유럽여행 #스냅 #스냅사진 #snap #snapshot #크리스마스 #christmasmarket #weihnachtsmarkt #traveltheworld #christmas #힐링 #사진작가 #감성사진 #frankfurt #christmasvibes #야경 #야경스타그램 #night #nightphotography","['#여행', '#사진', '#사진스타그램', '#여행스타그램', '#여행사진', '#travel', '#travelgram', '#travelphotography', '#photography', '#photooftheday', '#사진계정', '#유럽여행', '#스냅', '#스냅사진', '#snap', '#snapshot', '#크리스마스', '#christmasmarket', '#weihnachtsmarkt', '#traveltheworld', '#christmas', '#힐링', '#사진작가', '#감성사진', '#frankfurt', '#christmasvibes', '#야경', '#야경스타그램', '#night', '#nightphotography']"
CmbtSybLDeK,민기,"@bouldergarden_siheung 22.12.20
🟣X5
.
.
.
#climbing #climb #climber #bouldering #boulder #garden #클라이밍 #클밍 #클라이머 #볼더링 #볼더가든 #시흥 #오운완 #어운완 #메리크리스마스 #크리스마스 #솔크 #행클 #꿀잼","['#climbing', '#climb', '#climber', '#bouldering', '#boulder', '#garden', '#클라이밍', '#클밍', '#클라이머', '#볼더링', '#볼더가든', '#시흥', '#오운완', '#어운완', '#메리크리스마스', '#크리스마스', '#솔크', '#행클', '#꿀잼']"
CmbpJVQJjn6,내일은,"#Repost @repove_absove_official 
——
❤️ 메리 크리스마스, 리포브 산타 EVENT 💚
⭐️친구에게 무료로 크리스마스 선물보내기 이벤트⭐️
⠀
⠀
올 크리스마스에 리포브 산타가 된다면 선물을 주고 싶은 친구는?
그 친구에게 전하고픈 마음 따뜻한 크리스마스 메시지는?
지금 바로 댓글로 선물 주고픈 친구 소환하고 크리스마스 메시지도 남겨보세요!
추첨을 통해 소환받은 친구를 위한 선물을 리포브가 대신 전달해드립니다🎁🎉
⠀
⠀
- 기간 : 22년 12월 14일 (수) ~ 12월 25일 (일)🔥
⠀
- 방법 :
1. 리포브 앱소브 인스타그램 (@repove_absove_official) 팔로우
2. 이벤트 게시물 [ 좋아요 ] 누르고 [ 리그램 ] 필수🚨
3. [ 리포브 산타가 된다면 선물 주고픈 친구 모두 소환하고 크리스마스 메시지🎅 ] 댓글 작성
⠀
📌 친구를 많이 소환할수록 당첨 확률 UP
📌 당첨자가 소환한 친구 중 1인에게 선물 증정(참여자가 선물을 받는 것이 아니라 소환받은 친구에게 보내드리는 이벤트입니다)
⠀
- 발표 : 12월 30일 (금) 예정
- 경품 : 1등(1명) 리포브 5G AB솔루션
　　　2등(3명) 리포브 R.E.P.크림
　　　3등(20명) 스타벅스 기프트카드 1만원권 (1인 1매)
⠀
⠀
⠀
⠀
#리포브 #앱소브 #에이아이유 #에이아이유미디어 #REPOVE #ABSOVE #AiUMEDIA #이벤트 #이벤트그램 #인스타그램이벤트 #댓글이벤트 #친구소환이벤트 #크리스마스 #크리스마스이벤트 #메리크리스마스 #선물 #리그램이벤트 #리그램 #좋아요 #소통 #많관부","['#Repost', '#리포브', '#앱소브', '#에이아이유', '#에이아이유미디어', '#REPOVE', '#ABSOVE', '#AiUMEDIA', '#이벤트', '#이벤트그램', '#인스타그램이벤트', '#댓글이벤트', '#친구소환이벤트', '#크리스마스', '#크리스마스이벤트', '#메리크리스마스', '#선물', '#리그램이벤트', '#리그램', '#좋아요', '#소통', '#많관부']"
Cmb6myePgf8,@choiko._.twins,"⠀
귀여운 루돌프 넷🤎
⠀
⠀
⠀⠀
⠀

#쌍둥이그램#리리남매#인생281일차
#메리크리스마스#크리스마스
#merrychristmas","['#쌍둥이그램', '#리리남매', '#인생281일차', '#메리크리스마스', '#크리스마스', '#merrychristmas']"
Cmbp5kLvdED,Ji,"#haeinwon 
#크리스마스
#룰루랄라
#일하는 중","['#haeinwon', '#크리스마스', '#룰루랄라', '#일하는']"
Cmb5_JevOyc,👶🏻승민이가,"민이의 세번째 겨울과 크리스마스🎄🎅🏼
다 이쁘고 난리야 

#크리스마스트리 #크리스마스 #대구근교 #대구근교카페 #christmastree","['#크리스마스트리', '#크리스마스', '#대구근교', '#대구근교카페', '#christmastree']"
Cmb4oORvfQw,양양,"어디에 두어도 자연스럽게 어울리는 마그넷들! 🦢
코엑스B홀 12.22-25 K06 부스에서 만나요🍀🤍",[]
