post_id,name,post,hashtag
CmbyHFhpfL4,언썸,"빈티지한 무드의 골덴 원피스🧳
데일리하게 즐겨 입기 좋은 매력적인 원피스에요 🧸🍩
신상 할인가로 만나보세요!💃",[]
CmbxY0HLwAj,네일은,"⠀
⠀
𝗡𝗮𝗶𝗹 𝗘𝘂𝗻 ¨̮
⠀
⠀
⠀안녕하세요 네일은입니다◡̈⋆*
 12/24(토) 4시까지 정상영업합니다.

모두 햅삐 크리스마스 보내세요❤️
⠀
⠀
⠀
⠀
⠀
•——-------——-------——•
 📞 𝟬𝟭𝟬-𝟰𝟰𝟯𝟭-𝟬𝟭𝟰𝟳
  카톡 𝘐𝘋 : NailEun_
  카톡채널 : naileun__
  DM✖️
서울 영등포구 문래로 84 1층
•——-------——-------——•
⠀
 [  예약 ¨̮ ]
성함 :
전화번호 :
가능 날짜, 시간 : 
젤 제거 유무 :
원하시는 디자인(사진) : 2~3장
지정 쌤 : 없을 시 ✖️

젤제거, 케어는 쌤 지정 불가✖️
시술 중엔 카톡, 문자 답이 느려요
당일 예약은 전화 주세요🧸
⠀⠀
⠀⠀
⠀⠀⠀
.",[]
CmbqyXVJov2,Nahyun,🧸,[]
CmbqVacP3Z6,더가은,"#크리스마스 #은가은
#산타 #선물","['#크리스마스', '#은가은', '#산타', '#선물']"
Cmb-yluPLx8,@boom.boom0719,"❄
🎄제1회 덕질 크리스마스 파티 '주술빙빙크리스마스 '🎄

거의 무산으로... 혹은 친목 도모로 불씨가 꺼져가던 파티 전날 ❗❗
마키이군과 부승관님의 ☄화끈한 참석으로 다시 🔥활활 타올라 준비한 파티 ❣❣
로이드상의 '꿈과 희망을 보여주자'라는 멋진 포부와 함께❗❗ (역시 세계 평화를 외치시는 분 답다~) 
열심히 준비해 보았다~❣❣
구테타마양의 지원사격이 얼마나 큰 힘이 되었는지 모른다~👍👍
감사 감사합니다 🙏🙏
함께해 주신 모든 분들 감사합니다~💙

내년에는 더 큰 규모와 인파로 세계의 꿈과 희망을 보여주겠습니다~❤

제1회 덕질 크리스마스 '주술빙빙크리스마스' 사진 찍을 정신도 없이 멋지게 잘 놀았습니다~🌟

다음에는 좀 더 많은 분들 함께해요~😆

.
 #주술회전 #jujutsukaisen 
ㆍ
#hobby #しゅみ #취미 #취미생활  #jujutsukaisen 
 #呪術廻戦  #주술회전 #주술회전굿즈 #고죠사토루 #gojosatoru #megumifushiguro #ごじょうさとる #satoruGojo #五条悟 #파티 #크리스마스 #덕질","['#주술회전', '#jujutsukaisen', '#hobby', '#しゅみ', '#취미', '#취미생활', '#jujutsukaisen', '#呪術廻戦', '#주술회전', '#주술회전굿즈', '#고죠사토루', '#gojosatoru', '#megumifushiguro', '#ごじょうさとる', '#satoruGojo', '#五条悟', '#파티', '#크리스마스', '#덕질']"
CmbvhMrP6ET,Yujin,"사랑하는 동생을 위한 베이킹 🍓

내 기억속 항상 어리기만 한 네가 
어느덧 결혼을 약속하다니..🥹🥹
너희 둘의 새로운 출발을 응원할게❤️ 
사랑해! 메리 크리스마스🎄

Only for my sister today. 

Hee, you are always a little sister in my memory. I can't believe you promised to get married 🥹
I will always cheer for your future! 

Love you, and Merry Christmas 🎄

#크리스마스#케이크#크리스마스케이크#딸기케이크#christmas#strawberrycake#cake#baking#pastry#love","['#크리스마스', '#케이크', '#크리스마스케이크', '#딸기케이크', '#christmas', '#strawberrycake', '#cake', '#baking', '#pastry', '#love']"
Cmbymg7vr5c,마리의,".
Snow Frolic
예림이랑 맛있는 와인 마신 날☃️

M. @doremirey 
P. @by.mariemori

※ Copyright 2022. MARIE All rights reserved.",[]
Cmb9PTVvz1O,mlly,"4개월 만에 거울을 수령한 건에 대하여…
냅다 새 옷 개시하고 거울셀카 찍어 줘야지 🤞🏻✌🏻

@iter_official @stylemate_official
#잇터 #iter #ootd #데일리룩 #스타일메이트
#아우터 #가디건 #집업가디건 #협찬","['#잇터', '#iter', '#ootd', '#데일리룩', '#스타일메이트', '#아우터', '#가디건', '#집업가디건', '#협찬']"
Cmbul3CryH4,핑크베리,"#당택가능
#크리스마스의상
#크리스마스원피스
#크리스마스선물
#성탄행사#산타행사#크리스마스","['#당택가능', '#크리스마스의상', '#크리스마스원피스', '#크리스마스선물', '#성탄행사', '#산타행사', '#크리스마스']"
CmbrXcvPS2R,소호앤노호삼성점(선릉점),"좋아하는소재가득가득담아서😄❄️🎄.

#크리스마스#크리스마스꽃다발#소재다발#크리스마스선물#삼성동꽃집#삼성중앙역꽃집#선정릉꽃집#소호앤노호#소호앤노호삼성점#","['#크리스마스', '#크리스마스꽃다발', '#소재다발', '#크리스마스선물', '#삼성동꽃집', '#삼성중앙역꽃집', '#선정릉꽃집', '#소호앤노호', '#소호앤노호삼성점']"
CmbnljwJKX5,봉담2지구,결혼기념일 다발 주문건이였어요!! 요즘 결혼기념일 다발 만들때면 더더욱 기분이좋아요 ㅎㅎㅎ,[]
Cmb0Vw0vLlc,윤신우,"#오운완 #오늘의운동 #어깨운동 🥴
.
힘은 줄어들었지만 꾸준히 하자..
.
곧 크리스마스다 🌲🌲
.
#헬스타그램 #운동스타그램 #바디체크 #맞팔 #일산헬스장 #인천헬스장 #운동소통 #좋반 #좋아요그램 #좋아요반사 #다이어트 #살크업 #벌크업 #바디프로필 #셀스타그램 #데일리 #데일리룩 #운동하는직장인 #운동하는남자 #하체 #눈바디 #셀카 #등산 #등산스타그램 #운동계정 #운동계정맞팔 #크리스마스","['#오운완', '#오늘의운동', '#어깨운동', '#헬스타그램', '#운동스타그램', '#바디체크', '#맞팔', '#일산헬스장', '#인천헬스장', '#운동소통', '#좋반', '#좋아요그램', '#좋아요반사', '#다이어트', '#살크업', '#벌크업', '#바디프로필', '#셀스타그램', '#데일리', '#데일리룩', '#운동하는직장인', '#운동하는남자', '#하체', '#눈바디', '#셀카', '#등산', '#등산스타그램', '#운동계정', '#운동계정맞팔', '#크리스마스']"
CmbwRuNvfsR,Yeji,"눈 동그라미☃️☃️
.
.
.
#야경 #크리스마스 
#12월 #행복한 #휴가 
#여행스타그램 
#everlandkorea 
#everland 
#christmastree 
#festival","['#야경', '#크리스마스', '#12월', '#행복한', '#휴가', '#여행스타그램', '#everlandkorea', '#everland', '#christmastree', '#festival']"
Cmb4BUDPFEa,가,"울지마, 난 언젠가 다시 돌아올 거야 ☃️ 

Frosty The Snowman (feat. Alessia Cara) _ Pentatonix",[]
CmbxszrpVU1,빡언니💕,🎄,[]
CmbuWRkvUBw,ℳ𝓎,"𝑀𝑦 𝐻𝑤𝑎𝑛 𝐷+175

환이 두번째 키즈풀 스토리ʕ¨̮ʔ

𝑻𝑯𝑨𝑵𝑲 𝒀𝑶𝑼 @_riviere.official",[]
Cmb7pvzvQkS,김해라탄공방,리스 수업에 사용할 와이어전구 불량체크😵 불량 왤케 만누😧,[]
Cmb4XTIrm3C,@bsmino1,"New Club Opening!

<COOKI SEOUL>
12월 23일 금요일 9pm-Close

어디에서도 볼수없는 감각의 공간
이태원 클럽 COOKI의
Pre-Open Party 에 여러분을 초대합니다.

이태원동 128-15 B1

초대받으신분들 모두 무료입장 가능하며
핑거푸드와 흥미로운 디제이 라인업 그리고 색다른 공간경험이 준비되어 있으니 오셔서 자리를 빛내주세요.

테이블 예약 및 기타 문의사항은 
@cooki_seoul 으로 DM 부탁드립니다.

Bit of Sweetness in Emptiness
Luv, COOKI

https://instagram.com/cooki_seoul?igshid=YmMyMTA2M2Y=",[]
Cmb8F7pPmiV,리코타니,"-
고척 아이파크몰 네모네 입점💖

안녕하세요~
리코티니 공방입니다 😆

오늘 12월 22일 오픈하는
고척 아이파크몰! 네모네에
입점하고 왔어요🤗

명동 롯데백화점 영플라자에 
이어 구로구 고척동 까지!

고척점 네모네에는
핸드메이드 작가님이
몇 분 안 계시던데..
거기에 제가 입점 하다닛!!

입점 연결 시켜주신
네모네 MD님께 무한 감사를🙇‍♀️
서울에만 입점한 곳이 두 곳!
너무나 큰 영광이에용 ㅠㅠ

고척 아이파크몰은 고척돔과 가까워요
개봉역 2번 출구 도보 10분 거리!
에서 작품들을 보실 수 있답니다ㅎㅎ☺️

이번 크리스마스🎄 
연휴에 맞춰 오픈!

고척 아이파크몰 놀러가신다면!
네모네도 한번 방문 해주세요🤗

명동점도 고척점도
화이팅!!😆😆😆💖👍

-

#고척스카이돔 #고척아이파크 #고척코스트코
#고척아이파크몰 #고척네모네 #네모네
#레미그립톡 #세일러문그립톡
#소품샵 #소품샵입점 #레진그립톡
#레진작가 #레진아트 #레진공예
#꼬마마법사레미 #귀여운그립톡 
#스마트톡 #핸드메이드악세사리 
#핸드메이드작가 #아이디어스 #입점 
#레진그립톡주문제작 #레진케이스 
#세일러문 #마법소녀 #크리스마스
#크리스마스선물 #크리스마스준비","['#고척스카이돔', '#고척아이파크', '#고척코스트코', '#고척아이파크몰', '#고척네모네', '#네모네', '#레미그립톡', '#세일러문그립톡', '#소품샵', '#소품샵입점', '#레진그립톡', '#레진작가', '#레진아트', '#레진공예', '#꼬마마법사레미', '#귀여운그립톡', '#스마트톡', '#핸드메이드악세사리', '#핸드메이드작가', '#아이디어스', '#입점', '#레진그립톡주문제작', '#레진케이스', '#세일러문', '#마법소녀', '#크리스마스', '#크리스마스선물', '#크리스마스준비']"
Cmb2KFvhURS,이미라,"숙소에서 시간보내기~~
크리스마스 시즌에 잘왔다 ㅋ
그리 크진 않지만
아가들이 즐거워하니 다행 ~
유치원 안가서 좋다니 ㅜ
역시 우리딸 ㅎ

#치과위생사 #육아스타그램 #남매맘 #남매스타그램 #여수숙소추천 #라테라스리조트 #윈터빌리지 #크리스마스갈만할곳 #크리스마스","['#치과위생사', '#육아스타그램', '#남매맘', '#남매스타그램', '#여수숙소추천', '#라테라스리조트', '#윈터빌리지', '#크리스마스갈만할곳', '#크리스마스']"
Cmb5XHKvvgX,Nari,현백 크리스마스 포토존🎄👩‍👧‍👦🧸,[]
CmbtpcRL1ne,@yoomiki_,"제철음식,귀여운거,클스마스,겨울🤍",[]
Cma3tpbhjCg,💗⑅*ॱ˖🎀𝓂𝒾𝒽𝓎𝑒𝓃,겨울 좋아 ૮꒰ྀི˶ᵔ ᵕ ᵔ˶ྀི꒱ა🐰☃️❄️🤍,[]
CmbokX5hQY6,쑥이맘♡삼남매,"크리스마스엔 모하지?

아파트 단지안에 대형트리가
생겼다🌲
사진찍기 좋아하는 큰애
눈왔으니 사진찍어야 된데서
추운데 밤에 아이스크림 사러
나가면서 사진찍기

마지막엔 현실컷😆

#크리스마스#6학년#예비중학생
#예쁜딸#벌써163#길쭉이","['#크리스마스', '#6학년', '#예비중학생', '#예쁜딸', '#벌써163', '#길쭉이']"
CmbpCIGpkaV,여행하는,"#협찬 #광고 

데이트와 쇼핑 두가지를 한번에 할수 있는 곳
신세계파주프리미엄아울렛을 소개해요! 

12월 겨울 크리스마스를 맞이해서 블링블링 크리스마스 조명들과 귀여운 쿠키런 장식들로 귀엽고 로맨틱한 데이트장소가 되었어요 

크리스마스 분위기를 느끼며 알찬 쇼핑까지 성공한다면 그야말로 완벽☆ 

백화점에 있을 프리미엄 브랜드는 더 저렴하고 합리적으로 구매하고나이키, 아디다스, 폴로 등 대중적인 브랜드도 세일된 가격으로 더욱 저렴하게 구매할수 있다는게 아울렛의 매력이잖아요^^ 

옷 뿐 아니라 침대, 생활용품, 오디오 등 리빙 아이템도 아울렛에서 더욱 저렴하고 합리적인 가격으로 만나볼수 있어요! 

12월 16일에 파주 프리미엄 아울렛 3층에 신규오픈한 
<<LIVING TERRACE>> 에서 침대, 가구, 식기, 오디오, 카메라 등 18개 리빙 브랜드를 새롭게 만날 수 있어요! 홈 인테리어 꾸밀 때도 이제 아울렛에서 쇼핑해도 충분해요. 

아디다스 리뉴얼 오픈해서 12월 25일까지 2개 이상 구매하면 +30% 추가할인도 한다고 하네요 
(완전 득템아닌가요? )
 
 
참! 신세계아울렛 APP을 통해 쿠키런과 함께하는 크리스마스 이벤트 참여하고 디저트 쿠폰도 놓치지 마세요
  
자세한 내용은 신세계아울렛 APP을 통해 더 다양한 이벤트를 만날 수 있답니다! 

https://app.premiumoutlets.co.kr/page/main/index/02

#신세계파주프리미엄아울렛 #신세계아울렛파주 #신세계사이먼파주프리미엄아울렛 #신세계아울렛파주점 #신세계파주점 #서울근교 #나들이 #겨울데이트 #겨울인생샷 #겨울에가볼만한곳 #인생샷 #겨울나들이 #파주데이트 #파주카페 #파주맛집 #겨울여행 #연휴나들이 #크리스마스 #미리만나는크리스마스 #쿠키런 #쿠키런크리스마스 #리빙관오픈","['#협찬', '#광고', '#신세계파주프리미엄아울렛', '#신세계아울렛파주', '#신세계사이먼파주프리미엄아울렛', '#신세계아울렛파주점', '#신세계파주점', '#서울근교', '#나들이', '#겨울데이트', '#겨울인생샷', '#겨울에가볼만한곳', '#인생샷', '#겨울나들이', '#파주데이트', '#파주카페', '#파주맛집', '#겨울여행', '#연휴나들이', '#크리스마스', '#미리만나는크리스마스', '#쿠키런', '#쿠키런크리스마스', '#리빙관오픈']"
CmbuFFMvzSQ,나로,🎄벌써 크리스마스 D-4✨🎄,[]
Cmb6fdRSB-A,보배성님,".
#merrychristmas 🎄

늘 서로를 위하고 배려하는 우리 , 
이제 표정만 봐도 어떤 생각을 하고 있는지 알것 같아요 ㅋㅋㅋ

나에게 늘 긍정적인 영향력을 주고
힘을주는 친구같은 존재 💛

우리 만남은 크리스마스 선물같아예 ㅋㅋㅋ 항상 고마워요 ~

함께해온 4년간의 사진 보니 미소부터 지어져 😁

2023년에는 더 크게 웃는 한해가 될 것 같아요 🫶
메리클스마스 !!

#핑카
#성님
#콜라보
#연말
#크리스마스","['#merrychristmas', '#핑카', '#성님', '#콜라보', '#연말', '#크리스마스']"
Cmbor9vP1CK,Little,"🎄 
귀여운 루돌프쿠키와 마들렌🤍

올해는 크리스마스세트 공지를 올리지 않았지만 
별도로 문의주신 분들에 한해서 작업중이에요. 
연말 선물로 선택해주신 구움과자들 😚

⠀

——
｡ 원데이클래스 / 기초 정규반 / 키즈영어베이킹
｡ 클래스 신청 및 문의는 dm / 카카오톡 ‘리틀모먼트’로 보내주세요.
⠀",[]
Cmb3xoKJMbG,@rimirimi1122,"크리스마스 트리는 없는데...
투머치(?)해진 우리집 크리스마스 장식:)
아직 아들이는 크리스마스가 뭔지는 모르지만...
메리 크리스마스!!!
#크리스마스장식 #크리스마스소품 #크리스마스 #성탄절 #테라리움 #나무트리 #페이퍼커터 #크리스마스토퍼 #위빙 #가랜드 #자개모빌 #썬캐쳐 #원데이클래스","['#크리스마스장식', '#크리스마스소품', '#크리스마스', '#성탄절', '#테라리움', '#나무트리', '#페이퍼커터', '#크리스마스토퍼', '#위빙', '#가랜드', '#자개모빌', '#썬캐쳐', '#원데이클래스']"
Cmb-R-pvl2J,망원동,"⠀
⠀
안녕하세요, 레드입니다.
⠀
22년의 마지막은 레드의 달콤 쌉싸름한 티라미수로 마무리하는 건 어떠세요?
⠀
스페셜티 등급의 에스프레소와 마스카포네의 풍성한 맛으로 연말을 더 달콤하게 책임지겠습니다.
⠀
클래식, 딸기, 로투스, 얼그레이 총 4가지 맛으로 준비되어 있습니다. 포장은 미리 연락 주시면 사진처럼 준비해 드립니다.
⠀
고맙습니다:-)
⠀
⠀",[]
Cmb8CF0gLny,Min,간만에 다시 시작한 암벽 ㅎㅎ 아직 허둥지둥 매달려 있는 트리장식에 불과할뿐ㅎㅎ.so long nvr climb and a dumbo being xmas tree ornament #클라이밍 #climbing #볼더링 #bouldering #christmas #크리스마스,"['#클라이밍', '#climbing', '#볼더링', '#bouldering', '#christmas', '#크리스마스']"
CmbrAa2pFO3,헤히헤히,"No.1 
.
.
옐로우골드와 화이트펄의 
조화로 고급지면서도 발랄한
느낌을 주는 디자인🌙
.
.

침: 티탄침 
가격 : dm 문의 
#hyeheehyehee #악세사리 
#acc #연말 #크리스마스","['#hyeheehyehee', '#악세사리', '#acc', '#연말', '#크리스마스']"
Cmb-scPPPWc,김미리,"본인은 오른쪽 얼굴이 더 잘나온다고
본인위주 자리배치하시는 호피겅주와 함께^^

#공주파티 #찐친모임 #송년회 @chillingspace_","['#공주파티', '#찐친모임', '#송년회']"
CmbwwfWvD_s,이시우,"현대백화점 무역센터점

나도 크리스마스 트리 찍었다요..!!

Photo by @cue_lab_pic with X-T4
Set / 18mm  F3.5  1/100s  ISO3200
Model / @suuuu.__.g

#현대백화점 #트리 #크리스마스 #크리스마스트리 #야간촬영 #보정 #색보정 #취미 #일상 #snap #snapshot #photo #photooftheday #photography #스냅 #인물스냅 #스냅사진 #스냅촬영 #일상촬영 #취미촬영 #상호무페이 #상호무페이촬영 #페이촬영 #상업촬영 #XT4 #Fujifilm #FujifilmXT4","['#현대백화점', '#트리', '#크리스마스', '#크리스마스트리', '#야간촬영', '#보정', '#색보정', '#취미', '#일상', '#snap', '#snapshot', '#photo', '#photooftheday', '#photography', '#스냅', '#인물스냅', '#스냅사진', '#스냅촬영', '#일상촬영', '#취미촬영', '#상호무페이', '#상호무페이촬영', '#페이촬영', '#상업촬영', '#XT4', '#Fujifilm', '#FujifilmXT4']"
CmbqPOVP7Ju,도레미플랜트,"눈 온날 솔빈덴과 찍은 사진⭐️🎄
크리스마스랑 어울려요😀
#이케아무드등 #솔빈덴 #크리스마스
#조명","['#이케아무드등', '#솔빈덴', '#크리스마스', '#조명']"
CmbpU4JPlku,ѕυ,"_
어린이집 땡땡이치고
온몸 불태워 신나게 놀더니
조기퇴근으로 엄마행복❤️🥰

#미리크리스마스🎄",['#미리크리스마스']
Cmb8tBwJ6jW,Emerald,#크리스마스 D-4 #이찬원 또근또근,"['#크리스마스', '#이찬원']"
Cmb4V33vVPO,ᴰᴼᴬᴴ,"ᴰ⁺⁸¹ 도아◡̎ 

너네 너무 귀여워...❤️

#20221213#22년생아기#크리스마스홈파티","['#20221213', '#22년생아기', '#크리스마스홈파티']"
CmbyWw8p2fL,정혜은,"#단비 #크리스마스 #라이브방송 
첫 라방을 끝내고 집에 돌아와 다시 보는중
피아노치는 너희의 모습이
음악에 꽤 몰입하고있는 너희의 모습이
어찌나 아름다운지
🫶🏻
내가 더 잘할게 🥹
2023도 빡쎄게 달려보즈아","['#단비', '#크리스마스', '#라이브방송']"
CmbtF20LgRw,한여름,"미리 메리 크리스마스 🎄

3년 넘게 키운 반려 식물. 보통 카랑코에는 삽목을 해서 작고 아담하게 키운다. 근데 나는 무럭무럭 키워버려서 아기였던 카랑코에는 대왕코에가 되었다. 볼때마다 넘.. 쑥쑥 자랐나.. 하고 갸웃했지만 내 눈에만 좋으면 되는 것 아닌가 싶어 더욱 크게 만들었다.

그 보람이 크리스마스 나무로 빛을 낼 줄은 몰랐는데.. 하하 웃기고 귀엽다. 어제는 전구를 두르고 너무 예뻐서 박수치고 오늘은 다이소에서 작은 볼을 사와서 걸었다. 사진을 안찍을 수가 없다😆",[]
CmbqNbcyD34,카페보니타,"Merry Christmas 🎄 🎅 🌲 
12/25 (일) 크리스마스
카페보니타 오픈합니다

 

🌲 

🦌 

⛄️ 

단체주문 및 상담은
카톡
audreyj 추가후 문의주세요~

-
 

⠀
⠀
⠀⠀⠀❛❛카페보니타❜❜
⠀⠀⠀ ⠀010-2681-8521

 
 
⠀
⠀⠀
⠀⠀
⠀⠀
⠀⠀
⠀⚠ 영업시간 화~토 : am.10시~pm.7시
⠀⚠ 상담 또는 예약 : 카톡 audreyj 추가후 문의주세요
⠀⚠ 수업중이나 작업중일때는 통화가 어려워요
 카톡  남겨주시면 순차적으로 상담 도와드리겠습니다 

⠀
⠀
⠀
⠀
#카페보니타#동탄보니타#크리스마스마카롱
#동탄호수공원#마카롱#단체#주문#제작#키트#학교#직장인#체험#클래스#원데이#답례품#크리스마스
#동탄#추천#레이크꼬모#맛집#레이크꼬모#캐릭터#선물#세트#명품","['#카페보니타', '#동탄보니타', '#크리스마스마카롱', '#동탄호수공원', '#마카롱', '#단체', '#주문', '#제작', '#키트', '#학교', '#직장인', '#체험', '#클래스', '#원데이', '#답례품', '#크리스마스', '#동탄', '#추천', '#레이크꼬모', '#맛집', '#레이크꼬모', '#캐릭터', '#선물', '#세트', '#명품']"
CmbMR_ZJvMd,김세영,행보칸 연말✨,[]
