post_id,name,post,hashtag
Cmbpw7Krwnk,로레인스,"크리스마스 홈파티 장보러 🛒
오늘따라 올려보고 싶었던 후디에 머리 질끈인 평소 내모습 ㅎㅎ 🫠
#주부일상",['#주부일상']
CmbxdIMPyx7,성장멸치,미리 크리스마쑤,[]
CmbphfFPuIE,@biiyiijii,"클쑤마쑤 얼른 와아🎁
⠀
⠀
⠀
⠀
#셀카 #selfies #self #데일리 #좋아요 #일상 #일상스타그램 #일상그램 #f4f #데일리 #소통 #소통환영 #daily #selfie #99 #instaday #선팔 #직장인 #22 #24 #ootd #힐링 #크리스마스 #더현대서울 #트리 #카페 #맨홀커피","['#셀카', '#selfies', '#self', '#데일리', '#좋아요', '#일상', '#일상스타그램', '#일상그램', '#f4f', '#데일리', '#소통', '#소통환영', '#daily', '#selfie', '#99', '#instaday', '#선팔', '#직장인', '#22', '#24', '#ootd', '#힐링', '#크리스마스', '#더현대서울', '#트리', '#카페', '#맨홀커피']"
Cmbvgd1pmWN,@hyunjun_1ee,"😍❤️

#여행 #여행스타그램 #여행에미치다 #여행지추천 #여행중 #싱가포르 #싱가포르여행 #싱가포르야경 #마리아나베이샌즈 #singapore #singapore🇸🇬 #🇸🇬 #travel #travelgram #travelling #traveler #reels #야경 #야경명소 #야경스타그램 #야경맛집 #marinabaysands #marinabay #vacation #추억 #경치 #뷰맛집 #city #christmas #크리스마스","['#여행', '#여행스타그램', '#여행에미치다', '#여행지추천', '#여행중', '#싱가포르', '#싱가포르여행', '#싱가포르야경', '#마리아나베이샌즈', '#singapore', '#singapore', '#travel', '#travelgram', '#travelling', '#traveler', '#reels', '#야경', '#야경명소', '#야경스타그램', '#야경맛집', '#marinabaysands', '#marinabay', '#vacation', '#추억', '#경치', '#뷰맛집', '#city', '#christmas', '#크리스마스']"
CmbqYWurNUj,하이럽(HiLove),"12월 한정❗️크리스마스 선물 준비 이벤트 🎄
미친 퀄리티 도매 가격으로 국내 총알 배송 ❤️
자세한 문의는 카카오 채널로 톡 주세요 😃",[]
Cmb4SLVPxLk,𝓷𝓪𝓫𝓲𝓷𝓼𝓱𝓸𝓹,"❗[공동구매] 
크리스마스 럭셔리 웨이퍼
공구 최저가 오픈!❤

귀엽고 사랑스런 틴케이스와
바삭하고 풍부한 향의 웨이퍼가 담긴
럭셔리 웨이퍼 홀리데이 에디션! ☺

귀여운 캐릭터 틴케이스에
초코3개 바닐라2입 총 5개가 들어있습니다
(틴케이스는 다 드신 후 연필꽃이나 
다른 용도로도 활용 가능하세요~)

럭셔리 초코웨이퍼는
바삭한 초코웨이퍼 안에
깊은 풍미가 느껴지는 초코크림이 가득!♪
럭셔리 바닐라웨이퍼는
눈처럼 새하얀 웨이퍼 안에
달콤한 바닐라크림이 가득!♫

❣간식, 유치원/어린이집 답례품,
크리스마스/연말 선물,
홈카페, 연말파티 등에
제격인 아이템이랍니다~
(선물용으로 대량주문 폭주 중)

크리스마스 웨이퍼로 연말에
소중한 사람들과 행복한 시간 보내세요 :)

✰파손이 발생하기 쉬운 상품입니다
틴케이스 찌그러짐 및 과자 80%이상
파손이 아닌경우 교환 환불 불가입니다ㅠㅠ
참고 부탁드려요ㅠ 

[★ 한정수량 품절전
서둘러 구매하세요~!! ★]

구매는 프로필 하단
링크에서 가능합니다! ☝☝☝

#육아템#워킹맘#조카선물#크리스마스선물#도치맘#배즙맞팔#새부리형마스크#육아템#크리스마스#피부미용#아이들간식#어린이간식#간식#아이간식#유치원선물#구디백#선생님선물추천#크리스마스분위기#집콕육아#딸딸딸#딸둘아들하나#딸둥이#딸래미그램#아이간식추천#딸램스타그램#유아식단간식#간식추천#연말파티준비#크리스마스틴케이스","['#육아템', '#워킹맘', '#조카선물', '#크리스마스선물', '#도치맘', '#배즙맞팔', '#새부리형마스크', '#육아템', '#크리스마스', '#피부미용', '#아이들간식', '#어린이간식', '#간식', '#아이간식', '#유치원선물', '#구디백', '#선생님선물추천', '#크리스마스분위기', '#집콕육아', '#딸딸딸', '#딸둘아들하나', '#딸둥이', '#딸래미그램', '#아이간식추천', '#딸램스타그램', '#유아식단간식', '#간식추천', '#연말파티준비', '#크리스마스틴케이스']"
CmbZcIdPqpR,문라,"❤️엽서 나눔 이벤트❤️

안녕하세요 여러분!
의도한건 아니지만 어쩌다보니 연말에 맞춰ㅎㅎ 나눔이벤트를 하게 되었어요!

🎄이벤트 참여방법
1. @moonla1004 팔로우✨️(이미 되어있다면 2번으로!)
2. 해당 게시물 좋아요 누르기✨️
3. 참여 댓글 남겨주시면 완료✨️
 + 게시물을 스토리로 공유해주시면 당첨 확률⬆️⬆️
 (게시물 공유도 ok!)

🎄이벤트 기간
12월 21일 ~ 12월 26일까지 총 6일동안 진행!
>>27~28일 중으로 당첨 결과 발표하겠습니다!

🎄당첨인원
3명정도 생각하고 있는데, 
상황에 따라 조금 늘릴수도 있을것같아요! (많은 참여해주시면.. 감사하겠습니다..💛)

___
제가 그린 그림들을 몇개 모아서 엽서로 제작해보았는데,
저만 보기엔 아깝고ㅎㅎ, 나눔을 하면 어떨까 생각이 들더라구요.
아무래도 행복은 나눌수록 커지니까요!

다들 남은 연말 따뜻하고 행복하게 보내시길 바래요!!
2023년에도 함께해요❤",[]
CmbwOPxhe40,🐱,곧 크리스마스 🎄.*,[]
Cmb7Jjrv_E0,오럽,"☑️3,5000원
파리 덤보날두데이지 오너먼트🧸
반값 1600원
일반 3000원(수도권 이외 3500원)
⠀
빈티지 제품에 대한 이해가 있으신 분들만
구매 부탁드립니다~
교환 및 환불 불가합니다.",[]
Cmb5XcJPRfN,🔮웨딩관리/신부관리/예신관리/금호동피부관리🔮,".
항상 밝은 모습의 울 고객님🙆‍♀️❤️

오늘 우울해하시는 모습으로 오셔서
마음이 아팠어요😢..

그런와중에도 크리스마스 분위기 내라며 
카드까지써서 주시고 
넘 감사해용🙇💕

으쌰으쌰!! 힘내시구 다음 관리때 
밝은 모습으로 봐용😀화이팅입니다👐

항상 고맙습니다💜

￣￣￣￣￣￣￣￣￣￣￣
✔100%예약제 운영
✔프라이빗한 1:1 관리
✔일회용 베개커버 및 해면 사용
✔매일 물품소독과 방역 철저
          
💟빠른 예약 및 상담💟
･ 성함/나이
･ 연락처
･ 고민부위
･ 원하시는 날짜/시간 

➧010.8462.7858
➧오픈카톡 예약문의 : vohv (프로필 하단 클릭)
          
♦관리중에는 통화가 어렵습니다😭
 통화가 이루어지지 않을때에는 문자 남겨주시면
  확인 후 빠르게 연락드리겠습니다🙏 

￣￣￣￣￣￣￣￣￣￣￣",[]
Cmbtox1yNxk,공스타,"2022. 12. 21. WED

#공스타그램 #공스타 #공스타맞팔 #공스타그램맞팔 #공스타그램인증 #공스타그램📚 #공부기록 #스터디 #스터디플래너 #크리스마스 #스탑워치인증 ##스탑워치 #학생 #09","['#공스타그램', '#공스타', '#공스타맞팔', '#공스타그램맞팔', '#공스타그램인증', '#공스타그램', '#공부기록', '#스터디', '#스터디플래너', '#크리스마스', '#스탑워치인증', '#스탑워치', '#학생', '#09']"
CmboKNaSTl6,𝓙𝓲𝓷𝓬𝓱𝓮𝓵𝓲𝓷,"#왓더버거 
크리스마스 느낌 물씬 나는 왓더버거 🍔
달콤한 왓더버거와 통새우버거 주문해씀다!
세트로 시켜서 하나는 치즈볼로 변경하고
하나는 버거 먹으면 무조건 먹어야하는 감튀

쉬림프버거는 다들 필수라 하기에 먹어봤는데
와사비 소스와 통통한 새우의 조합이 Goood
물리지 않게 와사비의 시원한 맛이 있어서 👍🏻

왓더버거는 달다구리하니 불고기버거가 생각남
아이들이 아주 좋아할거 같은 달달한 맛의 버거

푸짐한 패티와 싱싱한 채소들 그리고 촉촉한 번까지
맛이 없을 수가 없는 재료들로 만든 왓더버거 ❤️‍🔥",['#왓더버거']
CmbvOmlppdh,"주얼리디자이너,해운대주얼리,주얼리브랜드,귀금속,14k18k주얼리,주얼리디자인,핸드메이드주얼리","뭐부터 찍어서 보여드릴까
싶을정도로 제품이 많이
입고 되었어요~🌟💎
.
.
정말 #크리스마스#연말에
고객님들을 위해 뛰고 또
뛰었어요~🏃‍♀️
.
.
오늘 직원과 함께
디피하느라 기절했네유 🫥
.
.
내일부터 연말까지 쭈~~~~욱
달려보아요~~~🤶

#신상녀
#해운대미포골목
#해운대주얼리
#명품주얼리
#주얼리디자이너
#주얼리코디네이터
#주얼리맛집
#미포열차
#블루라인파크해변열차 
#엘시티
#앤스텔라
#해운대볼거리
#해운대맛집
#엘시티레지던스
#lct주얼리 
#냥집사
#길냥이입양
#입양하세요🐈🐕💕","['#크리스마스', '#연말에', '#신상녀', '#해운대미포골목', '#해운대주얼리', '#명품주얼리', '#주얼리디자이너', '#주얼리코디네이터', '#주얼리맛집', '#미포열차', '#블루라인파크해변열차', '#엘시티', '#앤스텔라', '#해운대볼거리', '#해운대맛집', '#엘시티레지던스', '#lct주얼리', '#냥집사', '#길냥이입양', '#입양하세요']"
CmboZAmy6Q9,🄴🄻,"힙이 쉑시한 산타🎅
수고한다고 궁디 퐝퐝💕
#혹시도둑은아니겠지??ㅋㅋ #산타 #산타클로스 #파라스파라","['#혹시도둑은아니겠지', '#산타', '#산타클로스', '#파라스파라']"
Cmb_dzSPiNd,SUNSET&SUNRISE,"🌅

tartan checkered skirt

PRICE 40,000
*delivery free

FABRIC
wool 90%
nylon 10%

SIZE (CM)

CARE GUIDE 
드라이클리닝 or 단독 손 세탁 권장",[]
Cmb2xYKPb9w,GOBLIN,"🧣🧤

.

.

.

.

#고블린#ootd#코디추천#캐쥬얼룩#데일리룩#크리스마스#디오트도매#theot#겨울코디#쇼핑몰#핫플#좋아요#좋반#동대문도매#크리스마스트리#🎄#apm#apmluxe#apmplace#wholesale#koreafashion#dailylook #批发 #韩国批发 #韩国衣服#东大门批发 #东大门批发 #新款 #女性服装#人气商品","['#고블린', '#ootd', '#코디추천', '#캐쥬얼룩', '#데일리룩', '#크리스마스', '#디오트도매', '#theot', '#겨울코디', '#쇼핑몰', '#핫플', '#좋아요', '#좋반', '#동대문도매', '#크리스마스트리', '#apm', '#apmluxe', '#apmplace', '#wholesale', '#koreafashion', '#dailylook', '#批发', '#韩国批发', '#韩国衣服', '#东大门批发', '#东大门批发', '#新款', '#女性服装', '#人气商品']"
Cmb0LfVvY8w,꼬꼬수세미,#크리스마스 #수세미 #,"['#크리스마스', '#수세미']"
CmZZ1zQSYbZ,이서,"귀여운 루돌푸랑🧡
2022년이 벌써 끝나가는중🥲",[]
Cmbwx-_vo6K,세신샵밀다_,".
.
.
🎁 12/22 ~ 12/25 (4일간)
크리스마스 2인 동시 예약 할인_🎄

오픈이벤트 할인 못받으셨던분들
놓치지 마세요 🥳
.
.
.
.
#밀다#세신샵밀다#도화동밀다#1인세신샵#1인세신샵밀다#도화동세신샵#제물포세신샵#밀다세신샵#인천맘#크리스마스#크리스마스이벤트#인천마사지#피부관리","['#밀다', '#세신샵밀다', '#도화동밀다', '#1인세신샵', '#1인세신샵밀다', '#도화동세신샵', '#제물포세신샵', '#밀다세신샵', '#인천맘', '#크리스마스', '#크리스마스이벤트', '#인천마사지', '#피부관리']"
CmbrwK_v31_,YUUN,"지수덕에 문화생활에 절여지는중
너무 좋아! 안가뵜다면 꼭가보시길!💃🕺🪩

-feat. 크리스마스 선물 미리개봉 해서 입고다니는중❤️",[]
Cmb1DbUJ7SI,Cnk,"사무실 앞에 쌓인 눈 
보기엔 좋더라구요😁😁

물론 퇴근시간에 빙판되면 곧 동심은 파괴될테지만요 

오늘도 역시 배송전쟁이었고 연말까지  이어질텐데 크리스마스도 반납하고 일해야겠네요. 다들 연말이라 정신 없으시죠? 연말도 잊고 일하시는 인친 님들 같이 화이팅하시죠 💪💪💪

오저씨는 찐소통 좋아하고 언제든지 그런 인친님들은 환영합니다 
바쁜 일상속에서 비록 sns지만 이렇게라도 좋은 친구들을 만날수 있다는거에 항상 감사하며 살아갑니다 모두행복하세요 

#연말 #크리스마스 #소통 #찐소통 #일상 #망년회 #송년회","['#연말', '#크리스마스', '#소통', '#찐소통', '#일상', '#망년회', '#송년회']"
CmbxmkAP66s,채채디저트.계룡케이크.디저트.키즈베이킹,"알려줄계룡♡ 에 채채디저트가
소개되었어요!!!
감사합니다♡
.
더 화이팅 해보겠습니다!!!
.
내일은 케이크 주문이 많아서
상담이 늦어질 수 있어요^^;;
.
.
♡ 카카오채널 ",[]
CmbsNSyrjxB,예쁘고,"덕분에 이런것도 하고
동생들이랑 노니까 즐겁네 ㅋㅋ
#인생네컷
#회사친
#크리스마스
#송년회
#성탄전야제
#직장인스타그램","['#인생네컷', '#회사친', '#크리스마스', '#송년회', '#성탄전야제', '#직장인스타그램']"
