post_id,name,post,hashtag
Cmb26dYB45K,진석,"명동 데이트~☺️
#명동 #명동신세계백화점  #명동신세계 #겨울 #코트코디 #크리스마스 #명동데이트 #데이트 #한파주의보","['#명동', '#명동신세계백화점', '#명동신세계', '#겨울', '#코트코디', '#크리스마스', '#명동데이트', '#데이트', '#한파주의보']"
CmbuOpTPJ6m,예빈,"웃는 날들이 가득했으면
.
.
.
P. @gomsung_film 
S. @yonghogwan_studio",[]
CmbqY-nvnTI,@o.htiw_baking,쿸키 🍪,[]
Cmbpt4svHpW,우로우로,"2022 🇯🇵도쿄

#일본여행 #도쿄 #이케부쿠로 #겨울여행 #도쿄여행 #크리스마스 #크리스마스선물 #레트로 #빈티지소품 #귀여운소품 #일본빈티지샵 #일본소품샵 #일본소품 #기프트샵 #방꾸미기 #2023선물추천 #새해선물 #스누피선물 #인테리어소품 #직장인선물 #생일선물추천 #일상","['#일본여행', '#도쿄', '#이케부쿠로', '#겨울여행', '#도쿄여행', '#크리스마스', '#크리스마스선물', '#레트로', '#빈티지소품', '#귀여운소품', '#일본빈티지샵', '#일본소품샵', '#일본소품', '#기프트샵', '#방꾸미기', '#2023선물추천', '#새해선물', '#스누피선물', '#인테리어소품', '#직장인선물', '#생일선물추천', '#일상']"
Cmb0wPOL9MS,전유나,"아추워!!
.
.
.
.
.
#일상 #daily #데일리 #instagood #선팔 #팔로우 #명동 #신세계본점 #크리스마스 #f4f #instadaily #follow  #좋반 #instagram #fff #l4l#","['#일상', '#daily', '#데일리', '#instagood', '#선팔', '#팔로우', '#명동', '#신세계본점', '#크리스마스', '#f4f', '#instadaily', '#follow', '#좋반', '#instagram', '#fff', '#l4l']"
CmbpFIeLnRZ,야놀,"#생일  #세젤예  #제주여행 #이벤트  #팔로잉 #맛있다  #전주 #안녕  #푸들  #추억  #크리스마스  #냠냠  zjsuw#산 #부산 #협찬 #ootd #디엠 #디엠환영
#DM #사랑꾼 #여친스타그램 #남친스타그램 #연애중 #연인스타그램 #커플샷 #연애일기 #러브그램 #스포츠토토 #카지노사이트주소","['#생일', '#세젤예', '#제주여행', '#이벤트', '#팔로잉', '#맛있다', '#전주', '#안녕', '#푸들', '#추억', '#크리스마스', '#냠냠', '#산', '#부산', '#협찬', '#ootd', '#디엠', '#디엠환영', '#DM', '#사랑꾼', '#여친스타그램', '#남친스타그램', '#연애중', '#연인스타그램', '#커플샷', '#연애일기', '#러브그램', '#스포츠토토', '#카지노사이트주소']"
Cmb142vPH0f,다현&서현이네❤️,"#크리스마스 #merrychristmas #크리스마스트리 #트리장식 #집꾸 #미멜크 #성탄절 #트리멍 #트리꾸미기 #연말 #새해맞이 

불멍대신 트리멍💛
저분들이 언제 박살낼지 모르시니
사진이라도 남겨두기
트리장식이 야금야금 사라지는 이유는..?!","['#크리스마스', '#merrychristmas', '#크리스마스트리', '#트리장식', '#집꾸', '#미멜크', '#성탄절', '#트리멍', '#트리꾸미기', '#연말', '#새해맞이']"
Cmb2nMavdzT,shin,"응~~~ 
실망하면 안돼~~~ 
인스타 속 사진 보고 반해서 갔다가 
이건 뭐지 하며 실망했지만…
사진은 잘 나왔고… 
나이키에서 신발 바지 자켓 득템함 
뭐 이정도면 괜찮지 ㅋ
#시흥프리미엄아울렛 #크리스마스 #인스타는인스타 #나이키 #득템 #나이키sb #더살걸그랬나 #텅장이지만","['#시흥프리미엄아울렛', '#크리스마스', '#인스타는인스타', '#나이키', '#득템', '#나이키sb', '#더살걸그랬나', '#텅장이지만']"
Cmbtg7Rhn5w,스라🥀,"핏이 정말 귀여운 우리 바라클라바🧣
-
-
구매는 프로필 링크에 있어요!-!",[]
Cmb6JLZpsIJ,솜군🤎🤎🤎🤎,"내 소원은…🌟 
#크리스마스 #간식 #껌 #강아지유치원 #강아지운동장 🎄","['#크리스마스', '#간식', '#껌', '#강아지유치원', '#강아지운동장']"
CmcC_djyk7A,제이와이네일,"포인트아트~! #타탄체크 #레드네일

#눈사람네일 #크리스마스네일 #이달의아트

네이버 예약 ","['#타탄체크', '#레드네일', '#눈사람네일', '#크리스마스네일', '#이달의아트']"
Cmb1sFDvuch,벨리아_귀엽고,"집에 대왕 #트리 가 다시 생겼으면 좋겠다,,,, 그치만 독립하기전엔 어림도 없지😢

#크리스마스 #크리스마스다꾸 #christmas #다이어리 #diary #제본다이어리 #씰스 #씰스티커 #stickers #마테 #maskingtape #다꾸용품 #다꾸스티커 #다꾸 #다이어리꾸미기 #다꾸러 #다꾸스타그램 #다꾸그램 #다꾸계정 #다꾸맞팔 #다꾸러맞팔 #다꾸소통 #다꾸러소통 #다꾸초보 #스꾸 #문구 #stationery #문구덕후 #문구스타그램","['#트리', '#크리스마스', '#크리스마스다꾸', '#christmas', '#다이어리', '#diary', '#제본다이어리', '#씰스', '#씰스티커', '#stickers', '#마테', '#maskingtape', '#다꾸용품', '#다꾸스티커', '#다꾸', '#다이어리꾸미기', '#다꾸러', '#다꾸스타그램', '#다꾸그램', '#다꾸계정', '#다꾸맞팔', '#다꾸러맞팔', '#다꾸소통', '#다꾸러소통', '#다꾸초보', '#스꾸', '#문구', '#stationery', '#문구덕후', '#문구스타그램']"
CmbseDBL_y3,윤,해운대도!,[]
CmbrrQOP1QB,리미트,"너무너무 예쁜 꽈베기니트
연말에 이런 코디 어때요?🎅🏻
여리녀이해 보이고
두가지 스타일 연출 가능한 니트!
.
.
.
#여자코디 #코디스타그램 #코디추천 #옷스타그램 #스트릿패션 #데이트룩 #여친룩 #여성패션 #데일리코디 #오늘뭐입지 #데일리패션 #데일리룩 #연말파티 #연말모임 #망년회 #연말 #christmas #파티 #크리스마스데이룩 #크리스마스이브 #메리크리스마스 #미리메리크리스마스 #크리스마스 #크리스마스트리🎄","['#여자코디', '#코디스타그램', '#코디추천', '#옷스타그램', '#스트릿패션', '#데이트룩', '#여친룩', '#여성패션', '#데일리코디', '#오늘뭐입지', '#데일리패션', '#데일리룩', '#연말파티', '#연말모임', '#망년회', '#연말', '#christmas', '#파티', '#크리스마스데이룩', '#크리스마스이브', '#메리크리스마스', '#미리메리크리스마스', '#크리스마스', '#크리스마스트리']"
Cmb6TjwPjqq,미술치료사의,"바쁘다 바빠 크리스마스 시즌! “내가 받고싶은 선물, 주고싶은 선물은 무엇일까요?! ”기쁜성탄 기쁨을 나누어요!  #크리스마스 #아트테라피 #프로그램소개","['#크리스마스', '#아트테라피', '#프로그램소개']"
Cmb5mJ5pkZg,chicken,Happy Greasy Holiday (30%OFF ~1/1),[]
Cmb5ZdJPOvK,1인칭,점점 열창하게 되는 🎤👶🏻 zㅋㅋㅋ,[]
CmboucArIsm,@chayoung.foto,"2018년 겨울, 오스트리아 빈

빈의 크리스마스 마켓은 유럽 3대 크리스마스 마켓 중 한 곳이에요 🎄 그 명성에 걸맞게 겨울의 빈에는 볼거리와 먹거리가 가득합니다. 가장 유명한 시청 광장 크리스마스 마켓부터 프라터 공원 윈터 마켓까지, 크리스마스 시즌에 열리는 마켓만 약 13개에 달해요. 하이쎄 쇼콜라데(heiße Schokolade; hot chocolate), 글뤼바인(Glühwein), 바움쿠헨(Baumkuchen), 푼치(Punsch; punch), 버블 바펠른(Bubble-Waffeln; bubble waffle)등이 한데 모여 만들어진 크리스마스 향기를 어디서나 즐길 수 있습니다. 마리아 테레지아 광장에서 마신 아이어리쾨어(Eierlikör; eggnog) 맛을 잊을 수 없네요. 꼭 다시 가고 싶어요!

@visitaustria_kr #오스트리아_크리스마스_Memory #오스트리아 #빈 #비엔나 #크리스마스","['#오스트리아_크리스마스_Memory', '#오스트리아', '#빈', '#비엔나', '#크리스마스']"
CmbouWbr3w1,민건&서하,".
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ너무 귀여워
사은품으로 온 장난감을 먼저 개봉해주었다
명분은 산타할아버지가 미리 선물을 주고 갔고 
엄마아빠말을 잘들으면 진짜 크리스마스에 더 좋은 선물을 준다고 한것
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
너무 좋아하는 민건이에게
산타할아버지께 감사의 영상편지를 보내자 했더니  저렇게 말해주었다 ㅋㅋㅋ
뒷영상에 무슨말을 할지 고민하는 모습이 제일 귀엽다 ㅋㅋㅋ
오구오구 많이 컷네💛
요즘 말 진짜 안듣고 모든지 반대로 행동하는 시기인데
조금만 빨리 넘어가주라😭😭😭
-
-
-
#아기 #baby#아기스타그램 #쥐띠아기
#크리스마스 #크리스마스선물 #산타할아버지 #선물 
#영상편지 #지금이니까이런거도해주겠짘ㅋㅋ","['#아기', '#baby', '#아기스타그램', '#쥐띠아기', '#크리스마스', '#크리스마스선물', '#산타할아버지', '#선물', '#영상편지', '#지금이니까이런거도해주겠짘ㅋㅋ']"
CmbLti3PiTd,애플이👶🏻🍎,"설레는 크리스마스 주간☃️

눈오면 참 좋아했는데
오늘은 눈 많이와서 친구네도 못가고 슬프네 참🥲",[]
CmbzRpypi6Y,sso,"디팡 점프매트 위에서 미리 메리크리스마스🎄🎅☃️
#디팡 #크리스마스이벤트 #디팡포토이벤트
#크리스마스 #댕팔맞팔 #멍팔맞팔
@dfanglife","['#디팡', '#크리스마스이벤트', '#디팡포토이벤트', '#크리스마스', '#댕팔맞팔', '#멍팔맞팔']"
Cmbte6iPiXt,@e__.n2,"지짜 오랜만의 셀카 😀
.
.
.
.
.
#daily #일상 #일상스타그램 #instagood #instalike #instadaily #소통 #일상소통 #follow4like #selfie #selca #selstagram #팔로우 #맞팔 #셀스타그램 #친스타그램 #여행 #힐링#여행스타그램 #ootd #크리스마스","['#daily', '#일상', '#일상스타그램', '#instagood', '#instalike', '#instadaily', '#소통', '#일상소통', '#follow4like', '#selfie', '#selca', '#selstagram', '#팔로우', '#맞팔', '#셀스타그램', '#친스타그램', '#여행', '#힐링', '#여행스타그램', '#ootd', '#크리스마스']"
CmbsgQnJFHq,@19_09.26,"Christmas
.
.
.
.
#크리스마스 #트리 #크리스마스파티 #눈 #첫눈 #옷가게 #충장로 #상무지구 #구시청 #2022년 #주말 #평일 #스타일 #힐링 #사진 #일상 #24살 #99 #일상스타그램 #여수 #광주 #셀카 #데일리룩 #데일리 #daily #dailylook #ootd #❤️ #🫶🏻","['#크리스마스', '#트리', '#크리스마스파티', '#눈', '#첫눈', '#옷가게', '#충장로', '#상무지구', '#구시청', '#2022년', '#주말', '#평일', '#스타일', '#힐링', '#사진', '#일상', '#24살', '#99', '#일상스타그램', '#여수', '#광주', '#셀카', '#데일리룩', '#데일리', '#daily', '#dailylook', '#ootd']"
CN2PulXF7mJ,블루밍제이어학원,"블루밍제이의 원칙 :)

정보가 넘쳐나는 이 시대에
선생님의 중요한 역활 중 하나는
양질의 교육을, 적절한 시기에 제공하는것

그리고 늘 뒤에서 지켜봐주고 서 있는것 

우리 블루밍제이 학부모님들 응원에 항상 감사드립니다.♡",[]
CmbtV5fh5Yz,전미소,".
알찬 하루 가득안고🎄미리크리스마스 2탄

.
[신세계명동본점]

👩🏻 가서 볼만하고 예뻤다🤍
.
✔️한 번 켜지면 2분30초 정도 인듯 2~3회 이후는 
  화면 반복같다. 잘 찍고 인파를 피해 나오자😆 
✔️사람이 들어오고 빠지고 하니까 가볼만 하다.
 평일만 그럴듯하지만 🤣😂😅
✔️전신줄, 경찰버스 등 방해물을 잘 뚫고가면 
  예쁘게 찍을 수 있다📸 파바방",[]
Cmbp3QmptIX,다은,여름 크리스마스는 처음이라🎄♥️,[]
CmbyHHSPRbQ,민채,곧 !! 🤭 빨리 만나서 유찬욱한테 편지주고싶다😫  #크리스마스 #더크라이크리스마스 #비오 #유찬욱 #자격지심 #수원,"['#크리스마스', '#더크라이크리스마스', '#비오', '#유찬욱', '#자격지심', '#수원']"
CmbwYKsPwow,Lucy,"#크리스마스 #메리크리스마스 #christmas #merrychristmas #2022크리스마스 #크리스마스이브 #성탄절 #산타 #산타클로스

크리스마스
Christmas 
圣诞节

모두들❄️ 
메리 크리스마스🎄 

Everyone ❄️ 
Merry Christmas 🎅 

大家❄️
圣诞节快乐 🎁 

 
🎄 🎅 🎁 🛷🌠 ♥️","['#크리스마스', '#메리크리스마스', '#christmas', '#merrychristmas', '#2022크리스마스', '#크리스마스이브', '#성탄절', '#산타', '#산타클로스']"
Cmb5bNgyD_-,POTTING,"🎄 크리스마스와 
🌄 연말연시를 맞아
포팅이 여러분들께!! 
행복을 더 할 
맛있는 슈톨렌을 소개합니다~🔊

골드럼에 1년간 9가지 건과일을 숙성시켜 정성껏 만든 빵입니다.

고마운 분, 사랑하는 분과
정답게 드시며
달콤하고 따스한 시간 보내시기를 바랍니다🥰

구입문의는 방문 또는 dm주세요~

#stollen
#크리스마스 선물
#연말연시 선물
#potting 
#식물카페 
#일산카페 
#식물판매 
#공간대여
#일산카페추천 
#그린
#gardening
#plant
#green
#緑
#グリーンのある暮らし 
#コーヒー
#韓国のカフェ
#リラックス","['#stollen', '#크리스마스', '#연말연시', '#potting', '#식물카페', '#일산카페', '#식물판매', '#공간대여', '#일산카페추천', '#그린', '#gardening', '#plant', '#green', '#緑', '#グリーンのある暮らし', '#コーヒー', '#韓国のカフェ', '#リラックス']"
Cmbp4eVyhii,@lhb0111,"❗[공동구매] 
크리스마스 럭셔리 웨이퍼
공구 최저가 Open!❤

귀엽고 사랑스런 틴케이스와
바삭하고 풍부한 향의 웨이퍼가 담긴
럭셔리 웨이퍼 홀리데이 에디션! ☺

귀여운 캐릭터 틴케이스에
초코3개 바닐라2p 총 5개가 들어있습니다
(틴케이스는 다 드신 후 연필꽃이나 
다른 용도로도 활용 가능하세요~)

럭셔리 초코웨이퍼는
바삭한 초코웨이퍼 안에
깊은 풍미가 느껴지는 초코크림이 가득!♪
럭셔리 바닐라웨이퍼는
눈처럼 새하얀 웨이퍼 안에
달콤한 바닐라크림이 가득!♫

❣간식, 유치원/어린이집 답례품,
크리스마스/연말 선물,
홈카페, 연말파티 등에
제격인 아이템이랍니다~
(선물용으로 대량주문 폭주 중)

크리스마스 웨이퍼로 연말에
소중한 사람들과 행복한 시간 보내세요 :)

✰파손이 발생하기 쉬운 상품입니다
틴케이스 찌그러짐 및 과자 80%이상
파손이 아닌경우 교환 환불 불가입니다ㅠㅠ
참고 부탁드려요ㅠ 

[★ 한정수량 품절전
서둘러 구매하세요~!! ★]

구매는 프로필 하단
링크에서 가능합니다! ☝☝☝

#육아스타그램#워킹맘#조카선물#크리스마스선물#도치맘#끙아주스#육아그램#육아스타그램#크리스마스#다이어트간식#아이들간식#아기간식추천#간식#아이간식#답례품#생일선물#성탄절케이크#성탄절파티#연말홈파티#크리스마스파티준비#초딩간식#생일답례품#하원후일상#어린이집선생님선물#딸램스타그램#아침대용간식#간식스타그램#연말#크리스마스케이크","['#육아스타그램', '#워킹맘', '#조카선물', '#크리스마스선물', '#도치맘', '#끙아주스', '#육아그램', '#육아스타그램', '#크리스마스', '#다이어트간식', '#아이들간식', '#아기간식추천', '#간식', '#아이간식', '#답례품', '#생일선물', '#성탄절케이크', '#성탄절파티', '#연말홈파티', '#크리스마스파티준비', '#초딩간식', '#생일답례품', '#하원후일상', '#어린이집선생님선물', '#딸램스타그램', '#아침대용간식', '#간식스타그램', '#연말', '#크리스마스케이크']"
CmVRS4jSX9h,나주네일_유리네일✨,"이달의아트☃️

⠀

╔═══════╗
⠀ ⠀ 𝒴𝓊𝓇𝒾 𝓃𝒶𝒾𝓁⠀
╚═══════╝
⠀
⠀

•예약양식

- 성함 / 연락처
- 원하시는 날짜 / 시간
- 손젤 / 발젤
- 젤제거 유무 (자샵 / 타샵)
- 원하시는 디자인
(연장 또는 아트를 하실경우  미리말씀해주세용)

⠀
✨유리네일은 위생을 위하여 화일 사용 후 폐기 처분하고 있습니다✨
_____________________________________________
⠀
시술중엔 답변이 늦어질수도 있어요 양해 부탁드립니다☺️
T. 010 6464 7666",[]
CmcArZnpL4j,고양이,"#협찬 #광고 #신세계파주프리미엄아울렛

집사님들!! 신세계아울렛 파주점이 예쁘게 단장했어요🎄🎀🎁 이렇게 귀여운 크리스마스 쿠키런이 중앙광장에 짜잔!! 꾸며진 거 보니까 벌써 크리스마스가 다가온 것 같아요🧸 원래 여기 유럽풍 디자인으로 유명한데 집사님들 인생샷도 건지실 수 있어요! 저 저번에 다녀왔는데 테라스에서 노을 지는 것도 볼 수 있는데 진짜 장난아니게 예뻐요ㅠㅠ👍👍 주말에 여기서 가족끼리, 연인끼리, 친구끼리 함께 해도 넘나 좋을 것 같지 않나요? ㅎㅎ  아!! 금/토/일에는 쿠키런 옆에서 플리마켓도 진행한대요😆 

신세계프리미엄아울렛에서 브랜드 옷, 신발 등등을 싸게 살 수 있어요! 한파 장난 아닌데 여기서 FW시즌템 구입하심 좋을 것 같아요🥰
지난 12월 16일에 3층에 리빙관도 오픈했는데 18개 브랜드가 입점했대요. 침대, 식기, 생활용품 등 다양한 리빙템도 저렴하게 구입하실 수 있어요💕 

현재 신세계아울렛 파주점 APP에서 다양한 이벤트도 진행하고 있다고 하니 구경 함 해보세용!

#신세계아울렛파주 #신세계사이먼파주프리미엄아울렛 #신세계아울렛파주점 #신세계파주점 #서울근교 #나들이 #겨울데이트 #겨울인생샷 #겨울에가볼만한곳 #인생샷 #겨울나들이 #파주데이트 #파주카페 #파주맛집 #겨울여행 #연휴나들이 #크리스마스 #미리만나는크리스마스 #쿠키런 #쿠키런크리스마스 #리빙관오픈","['#협찬', '#광고', '#신세계파주프리미엄아울렛', '#신세계아울렛파주', '#신세계사이먼파주프리미엄아울렛', '#신세계아울렛파주점', '#신세계파주점', '#서울근교', '#나들이', '#겨울데이트', '#겨울인생샷', '#겨울에가볼만한곳', '#인생샷', '#겨울나들이', '#파주데이트', '#파주카페', '#파주맛집', '#겨울여행', '#연휴나들이', '#크리스마스', '#미리만나는크리스마스', '#쿠키런', '#쿠키런크리스마스', '#리빙관오픈']"
CmbuC0_hy9J,오병준,"거인 아빠와 소인 아윤🫣🫣
. 
.
.
.
.
.
.
.
#우리딸#딸바보#가족#가족스타그램#얼스타그램#셀스타그램#귀요미딸#오서윤#딸스타그램#유니유니#크리스마스#크리스마스트리#제주도#Jejuisland#제주#수목원테마파크#트릭아트","['#우리딸', '#딸바보', '#가족', '#가족스타그램', '#얼스타그램', '#셀스타그램', '#귀요미딸', '#오서윤', '#딸스타그램', '#유니유니', '#크리스마스', '#크리스마스트리', '#제주도', '#Jejuisland', '#제주', '#수목원테마파크', '#트릭아트']"
Cmb3nv6LgT-,유채훈💖라포엠(ʟᴀ,"#Repost @official.emkent
・・・
[#최성훈]
최성훈의 (나 홀로)크리스마스 파티🎄 EP.1 - 우당탕탕 장보기🛒

💌 성훈과 함께 Happy Holiday 준비해요!
feat. 크리스마스 파티 데코 + 쿠키 만들기

","['#Repost', '#최성훈', '#카운터테너', '#최성훈', '#Countertenor', '#SunghoonCHOI', '#크리스마스', '#파티준비']"
CmbuE5FJifj,"꽃을담다,꽃담","뒷북치기 크리스마스 준비
Merry christmas🎄
연인들좋은날 아니고 예수님생일임 ㅇㅇ

🪴포항꽃담
🪴카톡채널(포항꽃담) 카톡 jaehee6940
🪴전화 : 01045726940
🪴포항시 북구 장량로 39 장량동주민센터사거리
💌원하시는꽃은 미리예약부탁드립니다, 당일꽃주문 배송 가능합니다 :) 
.
.
.

​
#포항꽃집#포항양덕꽃집#포항장성동꽃집#포항꽃다발#포항당일꽃주문#포항꽃집추천#일상스타그램 #인친 #예쁘다그램 #소통그램#하트반사#감성사진#좋아그램 #맞팔 #좋아요#ootd#f4f#젛아그램#merrychristmas#크리스마스#크리스마스장식#크리스마스꽃다발#연인선물#일이나하자#생신축하드려요#아멘#커플들#사라져라#꽃다발 은#사러오세요","['#포항꽃집', '#포항양덕꽃집', '#포항장성동꽃집', '#포항꽃다발', '#포항당일꽃주문', '#포항꽃집추천', '#일상스타그램', '#인친', '#예쁘다그램', '#소통그램', '#하트반사', '#감성사진', '#좋아그램', '#맞팔', '#좋아요', '#ootd', '#f4f', '#젛아그램', '#merrychristmas', '#크리스마스', '#크리스마스장식', '#크리스마스꽃다발', '#연인선물', '#일이나하자', '#생신축하드려요', '#아멘', '#커플들', '#사라져라', '#꽃다발', '#사러오세요']"
Cmb8dL7Pq5j,yuuuu,"크리스마스는 그저 빨간날이 아니라
아기예수님이 우리를 위하여 이 땅에 태어나신 날 인 것을 잊지 말아야 할 줄 믿습니다.
감사와 기쁨으로 크리스마스를 보내야 할 줄 믿습니다!

#크리스마스 #성탄절 #아기예수님탄생 #감사 #기쁨 #크리스마스는 #교회와함께","['#크리스마스', '#성탄절', '#아기예수님탄생', '#감사', '#기쁨', '#크리스마스는', '#교회와함께']"
CmbzCf-pT_U,@chorong0512,"#첫줄

눈내리는 케이쿠
딸기산타 처음 만들어서 그런가
어설픔ㅋㅋㅋ
나중에 다시 해봐야지ㅋㅋㅋ",['#첫줄']
Cmb1vZTv64Q,greenflo_plant,"따뜻한 온기♨️로 
가득찬 🏠

♨️

#식집사가꿈꾸는온실
#모형온실 #온기 #집밥 #온실 #크리스마스 #아늑  #꿈꾸다 #불멍 #식멍","['#식집사가꿈꾸는온실', '#모형온실', '#온기', '#집밥', '#온실', '#크리스마스', '#아늑', '#꿈꾸다', '#불멍', '#식멍']"
CmbuUmDJf2y,@exquisitealucy,"#크리스마스 #크리스마스트리 #크리스마스장식
#크리스마스파티 #크리스마스준비 #이뿐이 #도치맘 #사랑해","['#크리스마스', '#크리스마스트리', '#크리스마스장식', '#크리스마스파티', '#크리스마스준비', '#이뿐이', '#도치맘', '#사랑해']"
CmbxIYsyAOn,숨니,"#Repost @mac_moc with @use.repost
・・・
⛄ MAC Santa가 떴다! ⛄

다가오는 크리스마스를 맞이하여
MAC Santa가 빅 선물을 준비했어요!🎄

현재 피드를 공유한 후
갖고 싶은 슈즈 번호와 상품명을 남겨주시면
추첨을 통해 MAC Santa가 서프라이즈 선물을 드릴 거에요!

✨MAC Santa 서프라이즈 선물 1명
✨Coza 슬리퍼 증정 20명

✅참여기간 : 12월 21일-12월 25일
✅결과발표 : 2023년 1월 5일 
✅참여방법 
①마크모크 SNS 팔로우하기
②현 게시물 리그램하거나 캡처 후 업로드
③@macmoc 태그 및 필수해시태그 작성(하단 참고)
④업로드 후 해당 게시물에 ","['#Repost', '#마크모크', '#macmoc', '#크리스마스', '#크리스마스선물', '#연말선물', '#이벤트', '#특가']"
